#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
306125:6360,33:33,11/03/17 14:58:39,STABLE BEAMS,6500,14854.026,14382.730,55.9,HFET
306125:6360,34:34,11/03/17 14:59:02,STABLE BEAMS,6500,15028.728,14520.549,57.2,HFET
306125:6360,35:35,11/03/17 14:59:26,STABLE BEAMS,6500,15048.236,14331.589,57.2,HFET
306125:6360,36:36,11/03/17 14:59:49,STABLE BEAMS,6500,15023.642,14528.730,57.3,HFET
306125:6360,37:37,11/03/17 15:00:12,STABLE BEAMS,6500,14995.415,14502.763,57.4,HFET
306125:6360,38:38,11/03/17 15:00:36,STABLE BEAMS,6500,14971.817,12721.687,57.2,HFET
306125:6360,39:39,11/03/17 15:00:59,STABLE BEAMS,6500,14984.529,14505.087,57.3,HFET
306125:6360,40:40,11/03/17 15:01:22,STABLE BEAMS,6500,14985.300,8547.247,57.2,HFET
306125:6360,41:41,11/03/17 15:01:46,STABLE BEAMS,6500,14972.042,14502.329,57.1,HFET
306125:6360,42:42,11/03/17 15:02:09,STABLE BEAMS,6500,14925.030,11834.784,57.1,HFET
306125:6360,43:43,11/03/17 15:02:32,STABLE BEAMS,6500,14911.838,14445.842,57.0,HFET
306125:6360,44:44,11/03/17 15:02:55,STABLE BEAMS,6500,14895.615,14454.630,57.0,HFET
306125:6360,45:45,11/03/17 15:03:19,STABLE BEAMS,6500,14873.631,14232.822,56.7,HFET
306125:6360,46:46,11/03/17 15:03:42,STABLE BEAMS,6500,14828.114,14175.197,56.4,HFET
306125:6360,47:47,11/03/17 15:04:05,STABLE BEAMS,6500,14842.109,14403.239,56.7,HFET
306125:6360,48:48,11/03/17 15:04:29,STABLE BEAMS,6500,14813.742,14377.772,56.6,HFET
306125:6360,49:49,11/03/17 15:04:52,STABLE BEAMS,6500,14809.240,14369.482,56.4,HFET
306125:6360,50:50,11/03/17 15:05:15,STABLE BEAMS,6500,14760.132,14119.188,56.2,HFET
306125:6360,51:51,11/03/17 15:05:39,STABLE BEAMS,6500,14749.175,14110.721,56.3,HFET
306125:6360,52:52,11/03/17 15:06:02,STABLE BEAMS,6500,14760.625,14327.641,56.2,HFET
306125:6360,53:53,11/03/17 15:06:25,STABLE BEAMS,6500,14777.244,14340.286,56.4,HFET
306125:6360,54:54,11/03/17 15:06:49,STABLE BEAMS,6500,14737.936,14085.364,56.4,HFET
306125:6360,55:55,11/03/17 15:07:12,STABLE BEAMS,6500,14733.676,14300.517,56.1,HFET
306125:6360,56:56,11/03/17 15:07:35,STABLE BEAMS,6500,14704.398,14275.942,56.1,HFET
306125:6360,57:57,11/03/17 15:07:59,STABLE BEAMS,6500,14740.452,14313.723,56.2,HFET
306125:6360,58:58,11/03/17 15:08:22,STABLE BEAMS,6500,14705.929,14078.527,56.1,HFET
306125:6360,59:59,11/03/17 15:08:45,STABLE BEAMS,6500,14880.636,14414.248,55.8,HFET
306125:6360,60:60,11/03/17 15:09:08,STABLE BEAMS,6500,14995.774,14509.311,57.1,HFET
306125:6360,61:61,11/03/17 15:09:32,STABLE BEAMS,6500,15016.079,14518.747,57.4,HFET
306125:6360,62:62,11/03/17 15:09:55,STABLE BEAMS,6500,14984.919,14497.665,57.3,HFET
306125:6360,63:63,11/03/17 15:10:18,STABLE BEAMS,6500,14924.193,14449.718,57.0,HFET
306125:6360,64:64,11/03/17 15:10:42,STABLE BEAMS,6500,14895.597,14429.159,56.9,HFET
306125:6360,65:65,11/03/17 15:11:05,STABLE BEAMS,6500,14881.528,14451.702,56.8,HFET
306125:6360,66:66,11/03/17 15:11:28,STABLE BEAMS,6500,14931.610,14515.357,56.9,HFET
306125:6360,67:67,11/03/17 15:11:52,STABLE BEAMS,6500,14895.195,14487.047,56.9,HFET
306125:6360,68:68,11/03/17 15:12:15,STABLE BEAMS,6500,14876.801,14264.575,56.6,HFET
306125:6360,69:69,11/03/17 15:12:38,STABLE BEAMS,6500,14843.991,14235.481,56.7,HFET
306125:6360,70:70,11/03/17 15:13:02,STABLE BEAMS,6500,14829.451,14432.090,56.5,HFET
306125:6360,71:71,11/03/17 15:13:25,STABLE BEAMS,6500,14844.719,14442.153,56.4,HFET
306125:6360,72:72,11/03/17 15:13:48,STABLE BEAMS,6500,14831.184,14434.798,56.7,HFET
306125:6360,73:73,11/03/17 15:14:12,STABLE BEAMS,6500,14831.309,14226.109,56.4,HFET
306125:6360,74:74,11/03/17 15:14:35,STABLE BEAMS,6500,14798.333,14201.043,56.4,HFET
306125:6360,75:75,11/03/17 15:14:58,STABLE BEAMS,6500,14766.027,14345.688,56.4,HFET
306125:6360,76:76,11/03/17 15:15:21,STABLE BEAMS,6500,14776.171,14341.932,56.3,HFET
306125:6360,77:77,11/03/17 15:15:45,STABLE BEAMS,6500,14744.005,13909.596,56.5,HFET
306125:6360,78:78,11/03/17 15:16:08,STABLE BEAMS,6500,14712.822,14091.607,56.2,HFET
306125:6360,79:79,11/03/17 15:16:31,STABLE BEAMS,6500,14706.481,14081.901,56.2,HFET
306125:6360,80:80,11/03/17 15:16:55,STABLE BEAMS,6500,14681.233,14239.360,56.1,HFET
306125:6360,81:81,11/03/17 15:17:18,STABLE BEAMS,6500,14899.230,14227.262,56.1,HFET
306125:6360,82:82,11/03/17 15:17:41,STABLE BEAMS,6500,14983.348,14294.815,57.3,HFET
306125:6360,83:83,11/03/17 15:18:05,STABLE BEAMS,6500,14966.526,14073.724,57.1,HFET
306125:6360,84:84,11/03/17 15:18:28,STABLE BEAMS,6500,14937.979,14475.088,57.1,HFET
306125:6360,85:85,11/03/17 15:18:51,STABLE BEAMS,6500,14907.994,14446.605,57.0,HFET
306125:6360,86:86,11/03/17 15:19:15,STABLE BEAMS,6500,14949.104,14494.771,57.0,HFET
306125:6360,87:87,11/03/17 15:19:38,STABLE BEAMS,6500,14919.668,14509.346,57.1,HFET
306125:6360,88:88,11/03/17 15:20:01,STABLE BEAMS,6500,14914.825,14296.302,57.0,HFET
306125:6360,89:89,11/03/17 15:20:25,STABLE BEAMS,6500,14889.048,14481.107,56.9,HFET
306125:6360,90:90,11/03/17 15:20:48,STABLE BEAMS,6500,14890.702,14485.897,56.6,HFET
306125:6360,91:91,11/03/17 15:21:11,STABLE BEAMS,6500,14850.055,14452.139,56.7,HFET
306125:6360,92:92,11/03/17 15:21:34,STABLE BEAMS,6500,14816.048,14274.111,56.5,HFET
306125:6360,93:93,11/03/17 15:21:58,STABLE BEAMS,6500,14791.451,12781.078,56.3,HFET
306125:6360,94:94,11/03/17 15:22:21,STABLE BEAMS,6500,14779.801,9414.490,56.3,HFET
306125:6360,95:95,11/03/17 15:22:44,STABLE BEAMS,6500,14767.362,11038.540,56.1,HFET
306125:6360,96:96,11/03/17 15:23:08,STABLE BEAMS,6500,14775.918,10252.972,56.3,HFET
306125:6360,97:97,11/03/17 15:23:31,STABLE BEAMS,6500,14726.334,14346.548,56.4,HFET
306125:6360,98:98,11/03/17 15:23:54,STABLE BEAMS,6500,14712.888,14332.581,56.0,HFET
306125:6360,99:99,11/03/17 15:24:18,STABLE BEAMS,6500,14707.524,14328.324,55.9,HFET
306125:6360,100:100,11/03/17 15:24:41,STABLE BEAMS,6500,14703.765,14327.216,56.1,HFET
306125:6360,101:101,11/03/17 15:25:04,STABLE BEAMS,6500,14712.887,14331.832,55.8,HFET
306125:6360,102:102,11/03/17 15:25:28,STABLE BEAMS,6500,14698.088,14321.223,56.2,HFET
306125:6360,103:103,11/03/17 15:25:51,STABLE BEAMS,6500,14843.087,14445.779,55.8,HFET
306125:6360,104:104,11/03/17 15:26:14,STABLE BEAMS,6500,14935.736,14528.553,57.0,HFET
306125:6360,105:105,11/03/17 15:26:37,STABLE BEAMS,6500,14906.690,14294.125,56.9,HFET
306125:6360,106:106,11/03/17 15:27:01,STABLE BEAMS,6500,14883.522,14266.151,56.8,HFET
306125:6360,107:107,11/03/17 15:27:24,STABLE BEAMS,6500,14872.992,14473.373,56.8,HFET
306125:6360,108:108,11/03/17 15:27:47,STABLE BEAMS,6500,14876.982,14270.145,56.7,HFET
306125:6360,109:109,11/03/17 15:28:11,STABLE BEAMS,6500,14887.011,14278.148,56.6,HFET
306125:6360,110:110,11/03/17 15:28:34,STABLE BEAMS,6500,14865.289,14257.894,56.6,HFET
306125:6360,111:111,11/03/17 15:28:57,STABLE BEAMS,6500,14854.175,14456.110,56.6,HFET
306125:6360,112:112,11/03/17 15:29:21,STABLE BEAMS,6500,14846.170,14439.070,56.7,HFET
306125:6360,113:113,11/03/17 15:29:44,STABLE BEAMS,6500,14830.815,14432.832,56.4,HFET
306125:6360,114:114,11/03/17 15:30:07,STABLE BEAMS,6500,14833.937,14435.750,56.7,HFET
306125:6360,115:115,11/03/17 15:30:31,STABLE BEAMS,6500,14819.700,14428.880,56.5,HFET
306125:6360,116:116,11/03/17 15:30:54,STABLE BEAMS,6500,14778.784,14390.126,56.3,HFET
306125:6360,117:117,11/03/17 15:31:17,STABLE BEAMS,6500,14772.360,14385.339,56.4,HFET
306125:6360,118:118,11/03/17 15:31:40,STABLE BEAMS,6500,14821.214,14404.255,56.6,HFET
306125:6360,119:119,11/03/17 15:32:04,STABLE BEAMS,6500,14833.375,14230.927,56.5,HFET
306125:6360,120:120,11/03/17 15:32:27,STABLE BEAMS,6500,14817.770,14388.551,56.4,HFET
306125:6360,121:121,11/03/17 15:32:50,STABLE BEAMS,6500,14756.189,14326.752,56.3,HFET
306125:6360,122:122,11/03/17 15:33:14,STABLE BEAMS,6500,14768.671,14341.009,56.0,HFET
306125:6360,123:123,11/03/17 15:33:37,STABLE BEAMS,6500,14791.198,14346.787,56.3,HFET
306125:6360,124:124,11/03/17 15:34:00,STABLE BEAMS,6500,14791.711,14157.113,56.3,HFET
306125:6360,125:125,11/03/17 15:34:24,STABLE BEAMS,6500,14790.257,14150.391,56.5,HFET
306125:6360,126:126,11/03/17 15:34:47,STABLE BEAMS,6500,14769.229,14333.025,56.2,HFET
306125:6360,127:127,11/03/17 15:35:10,STABLE BEAMS,6500,14759.177,14326.441,56.3,HFET
306125:6360,128:128,11/03/17 15:35:34,STABLE BEAMS,6500,14749.250,14324.332,56.2,HFET
306125:6360,129:129,11/03/17 15:35:57,STABLE BEAMS,6500,14749.170,13914.725,56.3,HFET
306125:6360,130:130,11/03/17 15:36:20,STABLE BEAMS,6500,14730.559,14309.837,56.1,HFET
306125:6360,131:131,11/03/17 15:36:44,STABLE BEAMS,6500,14703.266,14282.704,56.2,HFET
306125:6360,132:132,11/03/17 15:37:07,STABLE BEAMS,6500,14685.553,14271.754,55.9,HFET
306125:6360,133:133,11/03/17 15:37:30,STABLE BEAMS,6500,14885.483,14227.821,56.8,HFET
306125:6360,134:134,11/03/17 15:37:54,STABLE BEAMS,6500,14892.442,14223.181,56.8,HFET
306125:6360,135:135,11/03/17 15:38:17,STABLE BEAMS,6500,14855.759,14407.208,56.7,HFET
306125:6360,136:136,11/03/17 15:38:40,STABLE BEAMS,6500,14815.674,14371.062,56.5,HFET
306125:6360,137:137,11/03/17 15:39:03,STABLE BEAMS,6500,14779.042,14339.207,56.3,HFET
306125:6360,138:138,11/03/17 15:39:27,STABLE BEAMS,6500,14783.480,14349.455,56.5,HFET
306125:6360,139:139,11/03/17 15:39:50,STABLE BEAMS,6500,14771.264,14342.774,56.3,HFET
306125:6360,140:140,11/03/17 15:40:13,STABLE BEAMS,6500,14750.007,14332.550,56.3,HFET
306125:6360,141:141,11/03/17 15:40:37,STABLE BEAMS,6500,14715.012,14325.750,56.3,HFET
306125:6360,142:142,11/03/17 15:41:00,STABLE BEAMS,6500,14709.888,14331.242,56.0,HFET
306125:6360,143:143,11/03/17 15:41:23,STABLE BEAMS,6500,14709.878,14334.301,56.0,HFET
306125:6360,144:144,11/03/17 15:41:47,STABLE BEAMS,6500,14687.806,14106.133,56.1,HFET
306125:6360,145:145,11/03/17 15:42:10,STABLE BEAMS,6500,14819.933,14428.695,56.0,HFET
306125:6360,146:146,11/03/17 15:42:33,STABLE BEAMS,6500,14839.644,14449.896,56.5,HFET
306125:6360,147:147,11/03/17 15:42:57,STABLE BEAMS,6500,14819.502,14430.850,56.6,HFET
306125:6360,148:148,11/03/17 15:43:20,STABLE BEAMS,6500,14810.039,14419.484,56.4,HFET
306125:6360,149:149,11/03/17 15:43:43,STABLE BEAMS,6500,14806.374,14415.869,56.4,HFET
306125:6360,150:150,11/03/17 15:44:06,STABLE BEAMS,6500,14780.462,14181.783,56.5,HFET
306125:6360,151:151,11/03/17 15:44:30,STABLE BEAMS,6500,14796.799,14362.391,56.4,HFET
306125:6360,152:152,11/03/17 15:44:53,STABLE BEAMS,6500,14809.184,14165.441,56.4,HFET
306125:6360,153:153,11/03/17 15:45:16,STABLE BEAMS,6500,14808.071,14378.676,56.5,HFET
306125:6360,154:154,11/03/17 15:45:40,STABLE BEAMS,6500,14785.091,14359.466,56.5,HFET
306125:6360,155:155,11/03/17 15:46:03,STABLE BEAMS,6500,14783.651,14355.484,56.4,HFET
306125:6360,156:156,11/03/17 15:46:26,STABLE BEAMS,6500,14751.218,14322.994,56.4,HFET
306125:6360,157:157,11/03/17 15:46:50,STABLE BEAMS,6500,14729.535,14308.896,56.1,HFET
306125:6360,158:158,11/03/17 15:47:13,STABLE BEAMS,6500,14744.180,13915.833,56.3,HFET
306125:6360,159:159,11/03/17 15:47:36,STABLE BEAMS,6500,14732.038,14106.579,56.3,HFET
306125:6360,160:160,11/03/17 15:48:00,STABLE BEAMS,6500,14724.558,14309.432,56.1,HFET
306125:6360,161:161,11/03/17 15:48:23,STABLE BEAMS,6500,14702.367,14078.754,56.2,HFET
306125:6360,162:162,11/03/17 15:48:46,STABLE BEAMS,6500,14711.479,14318.725,55.9,HFET
306125:6360,163:163,11/03/17 15:49:10,STABLE BEAMS,6500,14826.186,14398.798,56.6,HFET
306125:6360,164:164,11/03/17 15:49:33,STABLE BEAMS,6500,14810.885,14379.823,56.5,HFET
306125:6360,165:165,11/03/17 15:49:56,STABLE BEAMS,6500,14808.581,14382.461,56.5,HFET
306125:6360,166:166,11/03/17 15:50:19,STABLE BEAMS,6500,14793.464,14362.984,56.5,HFET
306125:6360,167:167,11/03/17 15:50:43,STABLE BEAMS,6500,14789.964,14150.743,56.4,HFET
306125:6360,168:168,11/03/17 15:51:06,STABLE BEAMS,6500,14760.768,14125.063,56.2,HFET
306125:6360,169:169,11/03/17 15:51:29,STABLE BEAMS,6500,14738.529,14086.018,56.3,HFET
306125:6360,170:170,11/03/17 15:51:53,STABLE BEAMS,6500,14735.484,14315.850,56.2,HFET
306125:6360,171:171,11/03/17 15:52:16,STABLE BEAMS,6500,14723.577,14280.782,56.2,HFET
306125:6360,172:172,11/03/17 15:52:39,STABLE BEAMS,6500,14688.798,14281.349,56.0,HFET
306125:6360,173:173,11/03/17 15:53:03,STABLE BEAMS,6500,14811.959,14368.385,56.1,HFET
306125:6360,174:174,11/03/17 15:53:26,STABLE BEAMS,6500,14814.547,14389.287,56.4,HFET
306125:6360,175:175,11/03/17 15:53:49,STABLE BEAMS,6500,14802.637,14378.958,56.4,HFET
306125:6360,176:176,11/03/17 15:54:13,STABLE BEAMS,6500,14789.375,14364.906,56.4,HFET
306125:6360,177:177,11/03/17 15:54:36,STABLE BEAMS,6500,14765.906,14341.273,56.3,HFET
306125:6360,178:178,11/03/17 15:54:59,STABLE BEAMS,6500,14745.424,14101.201,56.3,HFET
306125:6360,179:179,11/03/17 15:55:22,STABLE BEAMS,6500,14748.580,14328.366,56.2,HFET
306125:6360,180:180,11/03/17 15:55:46,STABLE BEAMS,6500,14740.315,14319.331,56.2,HFET
306125:6360,181:181,11/03/17 15:56:09,STABLE BEAMS,6500,14723.891,14103.159,56.2,HFET
306125:6360,182:182,11/03/17 15:56:32,STABLE BEAMS,6500,14706.400,14294.611,56.1,HFET
306125:6360,183:183,11/03/17 15:56:56,STABLE BEAMS,6500,14698.246,14313.097,56.1,HFET
306125:6360,184:184,11/03/17 15:57:19,STABLE BEAMS,6500,14717.514,14342.656,56.0,HFET
306125:6360,185:185,11/03/17 15:57:42,STABLE BEAMS,6500,14778.581,14397.513,56.4,HFET
306125:6360,186:186,11/03/17 15:58:06,STABLE BEAMS,6500,14763.948,14380.479,56.3,HFET
306125:6360,187:187,11/03/17 15:58:29,STABLE BEAMS,6500,14741.400,14158.645,56.2,HFET
306125:6360,188:188,11/03/17 15:58:52,STABLE BEAMS,6500,14740.408,14364.087,56.2,HFET
306125:6360,189:189,11/03/17 15:59:16,STABLE BEAMS,6500,14733.763,14360.391,56.3,HFET
306125:6360,190:190,11/03/17 15:59:39,STABLE BEAMS,6500,14720.065,14345.502,56.1,HFET
306125:6360,191:191,11/03/17 16:00:02,STABLE BEAMS,6500,14714.336,14339.763,56.1,HFET
306125:6360,192:192,11/03/17 16:00:26,STABLE BEAMS,6500,14705.581,14326.976,56.1,HFET
306125:6360,193:193,11/03/17 16:00:49,STABLE BEAMS,6500,14698.597,14288.744,56.0,HFET
306125:6360,194:194,11/03/17 16:01:12,STABLE BEAMS,6500,14689.717,14279.430,56.0,HFET
306125:6360,195:195,11/03/17 16:01:35,STABLE BEAMS,6500,14736.538,14302.147,56.0,HFET
306125:6360,196:196,11/03/17 16:01:59,STABLE BEAMS,6500,14749.863,14337.498,56.1,HFET
306125:6360,197:197,11/03/17 16:02:22,STABLE BEAMS,6500,14747.383,14328.760,56.3,HFET
306125:6360,198:198,11/03/17 16:02:45,STABLE BEAMS,6500,14731.590,14105.641,56.2,HFET
306125:6360,199:199,11/03/17 16:03:09,STABLE BEAMS,6500,14703.023,14290.578,56.0,HFET
306125:6360,200:200,11/03/17 16:03:32,STABLE BEAMS,6500,14692.237,13874.066,56.1,HFET
306125:6360,201:201,11/03/17 16:03:55,STABLE BEAMS,6500,14720.739,14311.986,56.0,HFET
306125:6360,202:202,11/03/17 16:04:19,STABLE BEAMS,6500,14716.635,14307.510,56.1,HFET
306125:6360,203:203,11/03/17 16:04:42,STABLE BEAMS,6500,14701.236,14284.259,56.1,HFET
306125:6360,204:204,11/03/17 16:05:05,STABLE BEAMS,6500,14701.253,14317.863,56.0,HFET
306125:6360,205:205,11/03/17 16:05:29,STABLE BEAMS,6500,14688.949,14320.664,56.0,HFET
306125:6360,206:206,11/03/17 16:05:52,STABLE BEAMS,6500,14682.090,14313.416,56.0,HFET
306125:6360,207:207,11/03/17 16:06:15,STABLE BEAMS,6500,14673.643,12286.014,55.9,HFET
306125:6360,208:208,11/03/17 16:06:39,STABLE BEAMS,6500,14660.509,11882.894,55.9,HFET
306125:6360,209:209,11/03/17 16:07:02,STABLE BEAMS,6500,14649.898,14265.582,55.8,HFET
306125:6360,210:210,11/03/17 16:07:25,STABLE BEAMS,6500,13949.717,13635.540,55.8,HFET
306125:6360,211:211,11/03/17 16:07:48,STABLE BEAMS,6500,14530.172,14172.173,51.3,HFET
306125:6360,212:212,11/03/17 16:08:12,STABLE BEAMS,6500,13739.926,13432.428,55.6,HFET
306125:6360,213:213,11/03/17 16:08:35,STABLE BEAMS,6500,13706.195,13401.474,55.7,HFET
306125:6360,214:214,11/03/17 16:08:58,STABLE BEAMS,6500,13855.986,13543.371,55.8,HFET
306125:6360,215:215,11/03/17 16:09:22,STABLE BEAMS,6500,14525.240,13943.835,50.0,HFET
306125:6360,216:216,11/03/17 16:09:45,STABLE BEAMS,6500,14737.268,14363.197,56.2,HFET
306125:6360,217:217,11/03/17 16:10:08,STABLE BEAMS,6500,4638.897,4554.172,56.2,HFET
306125:6360,218:218,11/03/17 16:10:32,STABLE BEAMS,6500,5084.600,5024.986,11.8,HFET
306125:6360,219:219,11/03/17 16:10:55,STABLE BEAMS,6500,11105.699,10904.415,30.9,HFET
306125:6360,220:220,11/03/17 16:11:18,STABLE BEAMS,6500,14140.597,13806.062,51.2,HFET
306125:6360,221:221,11/03/17 16:11:42,STABLE BEAMS,6500,9944.796,9783.947,47.9,HFET
306125:6360,222:222,11/03/17 16:12:05,STABLE BEAMS,6500,3584.386,3548.073,30.0,HFET
306125:6360,223:223,11/03/17 16:12:28,STABLE BEAMS,6500,7129.189,6970.589,4.4,HFET
306125:6360,224:224,11/03/17 16:12:52,STABLE BEAMS,6500,2626.540,2596.710,49.5,HFET
306125:6360,225:225,11/03/17 16:13:15,STABLE BEAMS,6500,4965.469,4908.328,11.0,HFET
306125:6360,226:226,11/03/17 16:13:38,STABLE BEAMS,6500,11908.493,11676.094,26.5,HFET
306125:6360,227:227,11/03/17 16:14:01,STABLE BEAMS,6500,13443.278,13155.213,55.8,HFET
306125:6360,228:228,11/03/17 16:14:25,STABLE BEAMS,6500,7076.907,6983.956,47.0,HFET
306125:6360,229:229,11/03/17 16:14:48,STABLE BEAMS,6500,1652.596,1637.402,11.7,HFET
306125:6360,230:230,11/03/17 16:15:11,STABLE BEAMS,6500,11998.570,11710.549,1.5,HFET
306125:6360,231:231,11/03/17 16:15:35,STABLE BEAMS,6500,14603.480,14247.014,55.7,HFET
306125:6360,232:232,11/03/17 16:15:58,STABLE BEAMS,6500,14590.140,14030.708,55.7,HFET
306125:6360,233:233,11/03/17 16:16:21,STABLE BEAMS,6500,14586.951,14026.347,55.6,HFET
306125:6360,234:234,11/03/17 16:16:45,STABLE BEAMS,6500,14576.197,14217.641,55.6,HFET
306125:6360,235:235,11/03/17 16:17:08,STABLE BEAMS,6500,14565.724,14008.595,55.6,HFET
306125:6360,236:236,11/03/17 16:17:31,STABLE BEAMS,6500,14525.808,13952.491,55.3,HFET
306125:6360,237:237,11/03/17 16:17:55,STABLE BEAMS,6500,14857.512,13991.791,55.6,HFET
306125:6360,238:238,11/03/17 16:18:18,STABLE BEAMS,6500,15041.625,14147.596,57.4,HFET
306125:6360,239:239,11/03/17 16:18:41,STABLE BEAMS,6500,15030.774,14557.258,57.3,HFET
306125:6360,240:240,11/03/17 16:19:04,STABLE BEAMS,6500,14993.395,14120.845,57.2,HFET
306125:6360,241:241,11/03/17 16:19:28,STABLE BEAMS,6500,15209.247,14464.391,57.1,HFET
306125:6360,242:242,11/03/17 16:19:51,STABLE BEAMS,6500,15325.329,14749.036,58.6,HFET
306125:6360,243:243,11/03/17 16:20:14,STABLE BEAMS,6500,14677.331,14203.224,53.8,HFET
306125:6360,244:244,11/03/17 16:20:38,STABLE BEAMS,6500,15102.147,14382.079,58.7,HFET
306125:6360,245:245,11/03/17 16:21:01,STABLE BEAMS,6500,14008.607,13410.595,58.6,HFET
306125:6360,246:246,11/03/17 16:21:24,STABLE BEAMS,6500,14834.812,14376.527,58.6,HFET
306125:6360,247:247,11/03/17 16:21:48,STABLE BEAMS,6500,15431.571,14599.996,58.5,HFET
306125:6360,248:248,11/03/17 16:22:11,STABLE BEAMS,6500,15447.941,14812.275,59.0,HFET
306125:6360,249:249,11/03/17 16:22:34,STABLE BEAMS,6500,15450.792,14832.884,58.8,HFET
306125:6360,250:250,11/03/17 16:22:58,STABLE BEAMS,6500,15449.732,14812.120,59.0,HFET
306125:6360,251:251,11/03/17 16:23:21,STABLE BEAMS,6500,15433.886,14604.211,58.9,HFET
306125:6360,252:252,11/03/17 16:23:44,STABLE BEAMS,6500,15413.802,14795.055,58.8,HFET
306125:6360,253:253,11/03/17 16:24:08,STABLE BEAMS,6500,15423.738,14386.473,58.8,HFET
306125:6360,254:254,11/03/17 16:24:31,STABLE BEAMS,6500,15394.425,14784.417,58.8,HFET
306125:6360,255:255,11/03/17 16:24:54,STABLE BEAMS,6500,15380.649,14569.725,58.6,HFET
306125:6360,256:256,11/03/17 16:25:17,STABLE BEAMS,6500,15374.712,14779.094,58.6,HFET
306125:6360,257:257,11/03/17 16:25:41,STABLE BEAMS,6500,15349.070,14782.181,58.6,HFET
306125:6360,258:258,11/03/17 16:26:04,STABLE BEAMS,6500,15347.374,14824.102,58.5,HFET
306125:6360,259:259,11/03/17 16:26:27,STABLE BEAMS,6500,15322.484,14614.688,58.4,HFET
306125:6360,260:260,11/03/17 16:26:51,STABLE BEAMS,6500,15312.181,14819.240,58.4,HFET
306125:6360,261:261,11/03/17 16:27:14,STABLE BEAMS,6500,15302.540,14610.823,58.4,HFET
