#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
306122:6360,101:101,11/03/17 14:32:09,STABLE BEAMS,6500,14971.804,14329.777,57.3,HFET
306122:6360,102:102,11/03/17 14:32:32,STABLE BEAMS,6500,14968.228,14533.941,57.0,HFET
306122:6360,103:103,11/03/17 14:32:56,STABLE BEAMS,6500,14997.495,14539.652,56.9,HFET
306122:6360,104:104,11/03/17 14:33:19,STABLE BEAMS,6500,14928.955,14503.778,56.8,HFET
306122:6360,105:105,11/03/17 14:33:42,STABLE BEAMS,6500,14921.948,14499.886,56.6,HFET
306122:6360,106:106,11/03/17 14:34:05,STABLE BEAMS,6500,14984.297,14551.691,57.2,HFET
306122:6360,107:107,11/03/17 14:34:29,STABLE BEAMS,6500,14915.264,14289.377,56.9,HFET
306122:6360,108:108,11/03/17 14:34:52,STABLE BEAMS,6500,14854.523,14239.748,56.9,HFET
306122:6360,109:109,11/03/17 14:35:15,STABLE BEAMS,6500,14833.916,14428.443,56.3,HFET
306122:6360,110:110,11/03/17 14:35:39,STABLE BEAMS,6500,14883.324,14472.862,56.7,HFET
306122:6360,111:111,11/03/17 14:36:02,STABLE BEAMS,6500,14870.145,14455.618,56.6,HFET
306122:6360,112:112,11/03/17 14:36:25,STABLE BEAMS,6500,14878.524,14245.506,56.6,HFET
306122:6360,113:113,11/03/17 14:36:49,STABLE BEAMS,6500,14811.958,14406.741,56.5,HFET
306122:6360,114:114,11/03/17 14:37:12,STABLE BEAMS,6500,14813.378,12177.428,56.3,HFET
306122:6360,115:115,11/03/17 14:37:35,STABLE BEAMS,6500,14896.744,10535.211,56.7,HFET
306122:6360,116:116,11/03/17 14:37:59,STABLE BEAMS,6500,14894.037,14474.154,57.0,HFET
306122:6360,117:117,11/03/17 14:38:22,STABLE BEAMS,6500,14832.642,14426.959,56.5,HFET
306122:6360,118:118,11/03/17 14:38:45,STABLE BEAMS,6500,14749.616,14357.495,56.1,HFET
306122:6360,119:119,11/03/17 14:39:09,STABLE BEAMS,6500,14741.904,14352.607,56.2,HFET
306122:6360,120:120,11/03/17 14:39:32,STABLE BEAMS,6500,14744.391,14324.396,56.2,HFET
306122:6360,121:121,11/03/17 14:39:55,STABLE BEAMS,6500,14770.237,14326.026,56.3,HFET
306122:6360,122:122,11/03/17 14:40:18,STABLE BEAMS,6500,14728.783,14323.293,56.1,HFET
306122:6360,123:123,11/03/17 14:40:42,STABLE BEAMS,6500,14673.820,14233.732,55.7,HFET
306122:6360,124:124,11/03/17 14:41:05,STABLE BEAMS,6500,15179.085,302.911,57.6,HFET
306122:6360,125:125,11/03/17 14:41:28,STABLE BEAMS,6500,14925.703,0.000,57.7,HFET
306122:6360,126:126,11/03/17 14:41:52,STABLE BEAMS,6500,14942.656,0.000,56.6,HFET
306122:6360,127:127,11/03/17 14:42:15,STABLE BEAMS,6500,14958.889,0.000,57.3,HFET
306122:6360,128:0,11/03/17 14:42:38,STABLE BEAMS,6500,14982.402,0.000,56.8,HFET
306122:6360,129:0,11/03/17 14:43:02,STABLE BEAMS,6500,14987.471,0.000,57.3,HFET
306122:6360,130:0,11/03/17 14:43:25,STABLE BEAMS,6500,15016.420,0.000,57.3,HFET
306122:6360,131:0,11/03/17 14:43:48,STABLE BEAMS,6500,14991.698,0.000,57.3,HFET
306122:6360,132:0,11/03/17 14:44:12,STABLE BEAMS,6500,14941.744,0.000,56.9,HFET
306122:6360,133:0,11/03/17 14:44:35,STABLE BEAMS,6500,14981.645,0.000,57.0,HFET
306122:6360,134:0,11/03/17 14:44:58,STABLE BEAMS,6500,14946.801,0.000,57.2,HFET
306122:6360,135:0,11/03/17 14:45:22,STABLE BEAMS,6500,14916.646,0.000,57.1,HFET
306122:6360,136:0,11/03/17 14:45:45,STABLE BEAMS,6500,14867.710,0.000,56.9,HFET
306122:6360,137:0,11/03/17 14:46:08,STABLE BEAMS,6500,14830.929,0.000,56.6,HFET
#Summary:
#nfill,nrun,nls,ncms,totdelivered(hz/ub),totrecorded(hz/ub)
#1,1,137,127,2044883.981,1736264.937
