#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
306126:6360,57:57,11/04/17 10:36:10,STABLE BEAMS,6500,4000.826,3945.702,15.2,HFET
306126:6360,58:58,11/04/17 10:36:33,STABLE BEAMS,6500,3999.508,3944.529,15.2,HFET
306126:6360,59:59,11/04/17 10:36:57,STABLE BEAMS,6500,3997.719,3942.686,15.2,HFET
306126:6360,60:60,11/04/17 10:37:20,STABLE BEAMS,6500,3996.318,3940.933,15.2,HFET
306126:6360,61:61,11/04/17 10:37:43,STABLE BEAMS,6500,3995.814,3940.871,15.2,HFET
306126:6360,62:62,11/04/17 10:38:07,STABLE BEAMS,6500,3997.776,3942.683,15.2,HFET
306126:6360,63:63,11/04/17 10:38:30,STABLE BEAMS,6500,3997.902,3942.778,15.2,HFET
306126:6360,64:64,11/04/17 10:38:53,STABLE BEAMS,6500,4001.293,3946.359,15.3,HFET
306126:6360,65:65,11/04/17 10:39:16,STABLE BEAMS,6500,4000.426,3945.311,15.3,HFET
306126:6360,66:66,11/04/17 10:39:40,STABLE BEAMS,6500,3996.247,3941.187,15.2,HFET
306126:6360,67:67,11/04/17 10:40:03,STABLE BEAMS,6500,3991.565,3936.605,15.2,HFET
306126:6360,68:68,11/04/17 10:40:26,STABLE BEAMS,6500,3990.007,3934.979,15.2,HFET
306126:6360,69:69,11/04/17 10:40:50,STABLE BEAMS,6500,3989.080,3933.939,15.2,HFET
306126:6360,70:70,11/04/17 10:41:13,STABLE BEAMS,6500,3989.063,3934.240,15.2,HFET
306126:6360,71:71,11/04/17 10:41:36,STABLE BEAMS,6500,3986.432,3925.777,15.2,HFET
306126:6360,72:72,11/04/17 10:42:00,STABLE BEAMS,6500,3984.752,3930.036,15.2,HFET
306126:6360,73:73,11/04/17 10:42:23,STABLE BEAMS,6500,3979.949,3925.506,15.2,HFET
306126:6360,74:74,11/04/17 10:42:46,STABLE BEAMS,6500,3966.720,3912.416,15.1,HFET
306126:6360,75:75,11/04/17 10:43:10,STABLE BEAMS,6500,3939.148,3885.261,15.1,HFET
306126:6360,76:76,11/04/17 10:43:33,STABLE BEAMS,6500,3901.321,3848.397,14.9,HFET
306126:6360,77:77,11/04/17 10:43:56,STABLE BEAMS,6500,3842.579,3790.981,14.8,HFET
306126:6360,78:78,11/04/17 10:44:20,STABLE BEAMS,6500,3519.121,3421.930,13.9,HFET
306126:6360,79:79,11/04/17 10:44:43,STABLE BEAMS,6500,3053.933,2969.884,12.6,HFET
306126:6360,80:80,11/04/17 10:45:06,STABLE BEAMS,6500,3209.942,3169.947,11.0,HFET
306126:6360,81:81,11/04/17 10:45:29,STABLE BEAMS,6500,2903.584,2868.958,11.1,HFET
306126:6360,82:82,11/04/17 10:45:53,STABLE BEAMS,6500,3060.779,3023.407,11.1,HFET
306126:6360,83:83,11/04/17 10:46:16,STABLE BEAMS,6500,2971.675,2935.902,11.7,HFET
306126:6360,84:84,11/04/17 10:46:39,STABLE BEAMS,6500,2897.562,2862.776,11.0,HFET
306126:6360,85:85,11/04/17 10:47:03,STABLE BEAMS,6500,2980.374,2944.312,11.3,HFET
306126:6360,86:86,11/04/17 10:47:26,STABLE BEAMS,6500,2989.888,2953.748,11.4,HFET
306126:6360,87:87,11/04/17 10:47:49,STABLE BEAMS,6500,2991.250,2912.592,11.4,HFET
306126:6360,88:88,11/04/17 10:48:13,STABLE BEAMS,6500,2982.005,2946.062,11.4,HFET
306126:6360,89:89,11/04/17 10:48:36,STABLE BEAMS,6500,2979.774,2943.861,11.4,HFET
306126:6360,90:90,11/04/17 10:48:59,STABLE BEAMS,6500,2973.994,2938.037,11.3,HFET
306126:6360,91:91,11/04/17 10:49:23,STABLE BEAMS,6500,2970.525,2934.590,11.3,HFET
306126:6360,92:92,11/04/17 10:49:46,STABLE BEAMS,6500,2972.054,2936.098,11.3,HFET
306126:6360,93:93,11/04/17 10:50:09,STABLE BEAMS,6500,2563.065,2533.749,11.3,HFET
306126:6360,94:94,11/04/17 10:50:32,STABLE BEAMS,6500,1932.741,1912.447,7.9,HFET
306126:6360,95:95,11/04/17 10:50:56,STABLE BEAMS,6500,1718.481,1700.872,6.2,HFET
306126:6360,96:96,11/04/17 10:51:19,STABLE BEAMS,6500,1937.670,1887.780,6.8,HFET
306126:6360,97:97,11/04/17 10:51:42,STABLE BEAMS,6500,1969.621,1947.356,7.5,HFET
306126:6360,98:98,11/04/17 10:52:06,STABLE BEAMS,6500,1961.439,1939.216,7.5,HFET
306126:6360,99:99,11/04/17 10:52:29,STABLE BEAMS,6500,1965.587,1943.229,7.5,HFET
306126:6360,100:100,11/04/17 10:52:52,STABLE BEAMS,6500,1969.802,1947.482,7.5,HFET
306126:6360,101:101,11/04/17 10:53:16,STABLE BEAMS,6500,1970.018,1947.712,7.5,HFET
306126:6360,102:102,11/04/17 10:53:39,STABLE BEAMS,6500,1971.481,1949.154,7.5,HFET
306126:6360,103:103,11/04/17 10:54:02,STABLE BEAMS,6500,2000.889,1978.097,7.6,HFET
306126:6360,104:104,11/04/17 10:54:26,STABLE BEAMS,6500,1971.856,1949.552,7.6,HFET
306126:6360,105:105,11/04/17 10:54:49,STABLE BEAMS,6500,1992.238,1969.491,7.5,HFET
306126:6360,106:106,11/04/17 10:55:12,STABLE BEAMS,6500,1978.330,1955.906,7.6,HFET
306126:6360,107:107,11/04/17 10:55:36,STABLE BEAMS,6500,1831.152,1810.865,7.5,HFET
306126:6360,108:108,11/04/17 10:55:59,STABLE BEAMS,6500,1509.327,1493.521,6.6,HFET
306126:6360,109:109,11/04/17 10:56:22,STABLE BEAMS,6500,1146.823,1135.450,4.7,HFET
306126:6360,110:110,11/04/17 10:56:45,STABLE BEAMS,6500,894.286,885.689,3.5,HFET
306126:6360,111:111,11/04/17 10:57:09,STABLE BEAMS,6500,884.924,876.413,3.3,HFET
306126:6360,112:112,11/04/17 10:57:32,STABLE BEAMS,6500,911.792,903.002,3.5,HFET
306126:6360,113:113,11/04/17 10:57:55,STABLE BEAMS,6500,884.759,876.257,3.4,HFET
306126:6360,114:114,11/04/17 10:58:19,STABLE BEAMS,6500,925.710,916.776,3.4,HFET
306126:6360,115:115,11/04/17 10:58:42,STABLE BEAMS,6500,910.685,901.927,3.6,HFET
306126:6360,116:116,11/04/17 10:59:05,STABLE BEAMS,6500,908.335,899.607,3.4,HFET
306126:6360,117:117,11/04/17 10:59:29,STABLE BEAMS,6500,897.393,888.752,3.5,HFET
306126:6360,118:118,11/04/17 10:59:52,STABLE BEAMS,6500,907.344,885.033,3.4,HFET
306126:6360,119:119,11/04/17 11:00:15,STABLE BEAMS,6500,893.643,885.043,3.5,HFET
306126:6360,120:120,11/04/17 11:00:39,STABLE BEAMS,6500,886.858,878.323,3.4,HFET
306126:6360,121:121,11/04/17 11:01:02,STABLE BEAMS,6500,907.566,898.823,3.3,HFET
306126:6360,122:122,11/04/17 11:01:25,STABLE BEAMS,6500,887.480,878.943,3.4,HFET
306126:6360,123:123,11/04/17 11:01:49,STABLE BEAMS,6500,900.201,891.526,3.4,HFET
306126:6360,124:124,11/04/17 11:02:12,STABLE BEAMS,6500,891.634,883.047,3.5,HFET
306126:6360,125:125,11/04/17 11:02:35,STABLE BEAMS,6500,888.450,879.909,3.4,HFET
306126:6360,126:126,11/04/17 11:02:58,STABLE BEAMS,6500,897.311,888.680,3.4,HFET
306126:6360,127:127,11/04/17 11:03:22,STABLE BEAMS,6500,918.139,909.271,3.5,HFET
306126:6360,128:128,11/04/17 11:03:45,STABLE BEAMS,6500,916.328,907.476,3.5,HFET
306126:6360,129:129,11/04/17 11:04:22,STABLE BEAMS,6500,1050.819,1040.705,4.0,PLTZERO
306126:6360,130:130,11/04/17 11:04:31,STABLE BEAMS,6500,1019.817,1010.047,4.0,PLTZERO
306126:6360,131:131,11/04/17 11:04:54,STABLE BEAMS,6500,989.377,979.971,3.8,PLTZERO
306126:6360,132:132,11/04/17 11:05:18,STABLE BEAMS,6500,980.647,971.321,3.7,PLTZERO
306126:6360,133:133,11/04/17 11:05:41,STABLE BEAMS,6500,986.001,976.630,3.8,PLTZERO
306126:6360,134:134,11/04/17 11:06:04,STABLE BEAMS,6500,975.024,965.759,3.7,PLTZERO
306126:6360,135:135,11/04/17 11:06:28,STABLE BEAMS,6500,981.030,971.701,3.8,PLTZERO
306126:6360,136:136,11/04/17 11:06:51,STABLE BEAMS,6500,979.485,970.184,3.7,PLTZERO
306126:6360,137:137,11/04/17 11:07:14,STABLE BEAMS,6500,978.830,969.538,3.7,PLTZERO
306126:6360,138:138,11/04/17 11:07:37,STABLE BEAMS,6500,969.828,960.632,3.7,PLTZERO
306126:6360,139:139,11/04/17 11:08:01,STABLE BEAMS,6500,967.694,958.515,3.7,PLTZERO
306126:6360,140:140,11/04/17 11:08:24,STABLE BEAMS,6500,979.095,969.811,3.7,PLTZERO
306126:6360,141:141,11/04/17 11:08:47,STABLE BEAMS,6500,970.480,961.270,3.7,PLTZERO
306126:6360,142:142,11/04/17 11:09:11,STABLE BEAMS,6500,985.701,976.312,3.8,PLTZERO
306126:6360,143:143,11/04/17 11:09:34,STABLE BEAMS,6500,975.831,966.549,3.7,PLTZERO
306126:6360,144:144,11/04/17 11:09:57,STABLE BEAMS,6500,979.961,970.654,3.8,PLTZERO
306126:6360,145:145,11/04/17 11:10:21,STABLE BEAMS,6500,974.198,962.770,3.7,PLTZERO
306126:6360,146:146,11/04/17 11:10:44,STABLE BEAMS,6500,976.621,967.336,3.7,PLTZERO
306126:6360,147:147,11/04/17 11:11:07,STABLE BEAMS,6500,973.243,963.998,3.7,PLTZERO
306126:6360,148:148,11/04/17 11:11:31,STABLE BEAMS,6500,971.184,961.977,3.7,PLTZERO
306126:6360,149:149,11/04/17 11:11:54,STABLE BEAMS,6500,973.694,964.453,3.7,PLTZERO
306126:6360,150:150,11/04/17 11:12:17,STABLE BEAMS,6500,964.041,954.908,3.7,PLTZERO
306126:6360,151:151,11/04/17 11:12:40,STABLE BEAMS,6500,974.818,965.535,3.7,PLTZERO
306126:6360,152:152,11/04/17 11:13:04,STABLE BEAMS,6500,972.646,963.416,3.7,PLTZERO
306126:6360,153:153,11/04/17 11:13:27,STABLE BEAMS,6500,975.869,966.588,3.7,PLTZERO
306126:6360,154:154,11/04/17 11:13:50,STABLE BEAMS,6500,977.592,968.303,3.7,PLTZERO
306126:6360,155:155,11/04/17 11:14:14,STABLE BEAMS,6500,969.014,945.754,3.7,PLTZERO
306126:6360,156:156,11/04/17 11:14:37,STABLE BEAMS,6500,968.986,959.771,3.7,PLTZERO
306126:6360,157:157,11/04/17 11:15:00,STABLE BEAMS,6500,966.748,957.581,3.7,PLTZERO
306126:6360,158:158,11/04/17 11:15:24,STABLE BEAMS,6500,975.020,965.756,3.7,PLTZERO
306126:6360,159:159,11/04/17 11:15:47,STABLE BEAMS,6500,966.921,957.757,3.7,PLTZERO
306126:6360,160:160,11/04/17 11:16:10,STABLE BEAMS,6500,975.993,966.731,3.7,PLTZERO
306126:6360,161:161,11/04/17 11:16:34,STABLE BEAMS,6500,973.360,964.106,3.7,PLTZERO
306126:6360,162:162,11/04/17 11:16:57,STABLE BEAMS,6500,973.465,950.470,3.7,PLTZERO
306126:6360,163:163,11/04/17 11:17:20,STABLE BEAMS,6500,966.377,957.219,3.7,PLTZERO
306126:6360,164:164,11/04/17 11:17:44,STABLE BEAMS,6500,962.649,953.527,3.7,PLTZERO
306126:6360,165:165,11/04/17 11:18:07,STABLE BEAMS,6500,964.567,955.434,3.7,PLTZERO
306126:6360,166:166,11/04/17 11:18:30,STABLE BEAMS,6500,962.589,953.465,3.7,PLTZERO
306126:6360,167:167,11/04/17 11:18:53,STABLE BEAMS,6500,969.793,960.601,3.7,PLTZERO
306126:6360,168:168,11/04/17 11:19:17,STABLE BEAMS,6500,965.365,956.201,3.7,PLTZERO
306126:6360,169:169,11/04/17 11:19:40,STABLE BEAMS,6500,973.852,964.609,3.7,PLTZERO
306126:6360,170:170,11/04/17 11:20:03,STABLE BEAMS,6500,981.350,972.017,3.7,PLTZERO
306126:6360,171:171,11/04/17 11:20:27,STABLE BEAMS,6500,981.418,957.096,3.7,PLTZERO
306126:6360,172:172,11/04/17 11:20:50,STABLE BEAMS,6500,984.172,974.799,3.8,PLTZERO
306126:6360,173:173,11/04/17 11:21:13,STABLE BEAMS,6500,979.404,970.103,3.7,PLTZERO
306126:6360,174:174,11/04/17 11:21:37,STABLE BEAMS,6500,977.181,967.908,3.7,PLTZERO
306126:6360,175:175,11/04/17 11:22:00,STABLE BEAMS,6500,979.621,970.323,3.7,PLTZERO
306126:6360,176:176,11/04/17 11:22:23,STABLE BEAMS,6500,984.657,975.291,3.8,PLTZERO
306126:6360,177:177,11/04/17 11:22:47,STABLE BEAMS,6500,984.433,975.080,3.8,PLTZERO
306126:6360,178:178,11/04/17 11:23:10,STABLE BEAMS,6500,969.246,960.060,3.7,PLTZERO
306126:6360,179:179,11/04/17 11:23:33,STABLE BEAMS,6500,966.441,957.264,3.7,PLTZERO
306126:6360,180:180,11/04/17 11:23:57,STABLE BEAMS,6500,963.548,954.422,3.7,PLTZERO
306126:6360,181:181,11/04/17 11:24:20,STABLE BEAMS,6500,970.193,960.973,3.7,PLTZERO
306126:6360,182:182,11/04/17 11:24:43,STABLE BEAMS,6500,964.820,955.689,3.7,PLTZERO
306126:6360,183:183,11/04/17 11:25:06,STABLE BEAMS,6500,964.153,955.024,3.7,PLTZERO
306126:6360,184:184,11/04/17 11:25:30,STABLE BEAMS,6500,964.718,955.553,3.7,PLTZERO
306126:6360,185:185,11/04/17 11:25:53,STABLE BEAMS,6500,956.725,947.650,3.7,PLTZERO
306126:6360,186:186,11/04/17 11:26:16,STABLE BEAMS,6500,959.539,950.431,3.6,PLTZERO
306126:6360,187:187,11/04/17 11:26:40,STABLE BEAMS,6500,956.301,947.250,3.6,PLTZERO
306126:6360,188:188,11/04/17 11:27:03,STABLE BEAMS,6500,964.833,955.709,3.7,PLTZERO
306126:6360,189:189,11/04/17 11:27:26,STABLE BEAMS,6500,954.219,945.188,3.6,PLTZERO
306126:6360,190:190,11/04/17 11:27:50,STABLE BEAMS,6500,955.911,946.878,3.6,PLTZERO
306126:6360,191:191,11/04/17 11:28:13,STABLE BEAMS,6500,952.514,943.525,3.6,PLTZERO
306126:6360,192:192,11/04/17 11:28:36,STABLE BEAMS,6500,950.248,941.277,3.6,PLTZERO
306126:6360,193:193,11/04/17 11:29:00,STABLE BEAMS,6500,951.406,942.431,3.6,PLTZERO
306126:6360,194:194,11/04/17 11:29:23,STABLE BEAMS,6500,954.811,945.746,3.6,PLTZERO
306126:6360,195:195,11/04/17 11:29:48,STABLE BEAMS,6500,954.835,945.817,3.6,PLTZERO
306126:6360,196:196,11/04/17 11:30:09,STABLE BEAMS,6500,951.269,942.255,3.6,PLTZERO
306126:6360,197:197,11/04/17 11:30:33,STABLE BEAMS,6500,953.846,944.829,3.6,PLTZERO
306126:6360,198:198,11/04/17 11:30:56,STABLE BEAMS,6500,957.352,948.284,3.6,PLTZERO
306126:6360,199:199,11/04/17 11:31:19,STABLE BEAMS,6500,957.912,948.839,3.7,PLTZERO
306126:6360,200:200,11/04/17 11:31:43,STABLE BEAMS,6500,949.101,940.108,3.6,PLTZERO
306126:6360,201:201,11/04/17 11:32:06,STABLE BEAMS,6500,947.503,938.545,3.6,PLTZERO
306126:6360,202:202,11/04/17 11:32:29,STABLE BEAMS,6500,946.267,937.326,3.6,PLTZERO
306126:6360,203:203,11/04/17 11:32:53,STABLE BEAMS,6500,950.541,941.561,3.6,PLTZERO
306126:6360,204:204,11/04/17 11:33:16,STABLE BEAMS,6500,863.491,855.445,3.7,PLTZERO
306126:6360,205:205,11/04/17 11:33:39,STABLE BEAMS,6500,791.294,784.023,2.8,PLTZERO
306126:6360,206:206,11/04/17 11:34:03,STABLE BEAMS,6500,768.666,761.640,3.2,PLTZERO
306126:6360,207:207,11/04/17 11:34:26,STABLE BEAMS,6500,729.976,723.348,2.7,PLTZERO
306126:6360,208:208,11/04/17 11:34:49,STABLE BEAMS,6500,750.343,743.499,2.9,PLTZERO
306126:6360,209:209,11/04/17 11:35:13,STABLE BEAMS,6500,744.703,737.912,2.8,PLTZERO
306126:6360,210:210,11/04/17 11:35:36,STABLE BEAMS,6500,742.540,735.776,2.8,PLTZERO
306126:6360,211:211,11/04/17 11:35:59,STABLE BEAMS,6500,742.794,736.042,2.8,PLTZERO
306126:6360,212:212,11/04/17 11:36:22,STABLE BEAMS,6500,739.695,732.972,2.8,PLTZERO
306126:6360,213:213,11/04/17 11:36:46,STABLE BEAMS,6500,738.889,732.166,2.8,PLTZERO
306126:6360,214:214,11/04/17 11:37:09,STABLE BEAMS,6500,743.024,736.255,2.8,PLTZERO
306126:6360,215:215,11/04/17 11:37:32,STABLE BEAMS,6500,742.848,736.089,2.8,PLTZERO
306126:6360,216:216,11/04/17 11:37:56,STABLE BEAMS,6500,746.713,739.903,2.8,PLTZERO
306126:6360,217:217,11/04/17 11:38:19,STABLE BEAMS,6500,748.514,741.705,2.8,PLTZERO
306126:6360,218:218,11/04/17 11:38:42,STABLE BEAMS,6500,747.266,740.457,2.9,PLTZERO
306126:6360,219:219,11/04/17 11:39:06,STABLE BEAMS,6500,706.457,700.051,2.8,PLTZERO
306126:6360,220:220,11/04/17 11:39:29,STABLE BEAMS,6500,488.686,484.431,2.1,PLTZERO
306126:6360,221:221,11/04/17 11:39:52,STABLE BEAMS,6500,445.602,441.759,1.5,PLTZERO
306126:6360,222:222,11/04/17 11:40:16,STABLE BEAMS,6500,543.146,538.379,1.8,PLTZERO
306126:6360,223:223,11/04/17 11:40:39,STABLE BEAMS,6500,550.962,546.112,2.1,PLTZERO
306126:6360,224:224,11/04/17 11:41:02,STABLE BEAMS,6500,548.808,543.989,2.1,PLTZERO
306126:6360,225:225,11/04/17 11:41:26,STABLE BEAMS,6500,550.517,545.681,2.1,PLTZERO
306126:6360,226:226,11/04/17 11:41:49,STABLE BEAMS,6500,548.486,543.661,2.1,PLTZERO
306126:6360,227:227,11/04/17 11:42:12,STABLE BEAMS,6500,549.492,544.664,2.1,PLTZERO
306126:6360,228:228,11/04/17 11:42:35,STABLE BEAMS,6500,554.634,549.748,2.1,PLTZERO
306126:6360,229:229,11/04/17 11:42:59,STABLE BEAMS,6500,554.478,549.598,2.1,PLTZERO
306126:6360,230:230,11/04/17 11:43:22,STABLE BEAMS,6500,549.677,544.850,2.1,PLTZERO
306126:6360,231:231,11/04/17 11:43:45,STABLE BEAMS,6500,548.989,544.165,2.1,PLTZERO
306126:6360,232:232,11/04/17 11:44:09,STABLE BEAMS,6500,552.961,540.211,2.1,PLTZERO
306126:6360,233:233,11/04/17 11:44:32,STABLE BEAMS,6500,514.563,510.061,2.1,PLTZERO
306126:6360,234:234,11/04/17 11:44:55,STABLE BEAMS,6500,352.131,349.142,1.5,PLTZERO
306126:6360,235:235,11/04/17 11:45:19,STABLE BEAMS,6500,231.450,229.530,1.1,PLTZERO
306126:6360,236:236,11/04/17 11:45:42,STABLE BEAMS,6500,238.953,236.969,0.8,PLTZERO
306126:6360,237:237,11/04/17 11:46:05,STABLE BEAMS,6500,244.176,238.712,0.9,PLTZERO
306126:6360,238:238,11/04/17 11:46:29,STABLE BEAMS,6500,243.939,241.912,0.9,PLTZERO
306126:6360,239:239,11/04/17 11:46:52,STABLE BEAMS,6500,244.243,242.216,0.9,PLTZERO
306126:6360,240:240,11/04/17 11:47:15,STABLE BEAMS,6500,244.217,242.191,0.9,PLTZERO
306126:6360,241:241,11/04/17 11:47:38,STABLE BEAMS,6500,244.954,242.919,0.9,PLTZERO
306126:6360,242:242,11/04/17 11:48:02,STABLE BEAMS,6500,245.561,243.522,0.9,PLTZERO
306126:6360,243:243,11/04/17 11:48:25,STABLE BEAMS,6500,245.141,243.102,0.9,PLTZERO
306126:6360,244:244,11/04/17 11:48:48,STABLE BEAMS,6500,245.402,243.359,0.9,PLTZERO
306126:6360,245:245,11/04/17 11:49:12,STABLE BEAMS,6500,241.984,239.973,0.9,PLTZERO
306126:6360,246:246,11/04/17 11:49:35,STABLE BEAMS,6500,241.655,236.207,0.9,PLTZERO
306126:6360,247:247,11/04/17 11:49:58,STABLE BEAMS,6500,242.434,240.414,0.9,PLTZERO
306126:6360,248:248,11/04/17 11:50:22,STABLE BEAMS,6500,240.419,238.415,0.9,PLTZERO
306126:6360,249:249,11/04/17 11:50:45,STABLE BEAMS,6500,581.022,575.811,1.2,PLTZERO
306126:6360,250:250,11/04/17 11:51:08,STABLE BEAMS,6500,899.449,890.998,3.2,PLTZERO
306126:6360,251:251,11/04/17 11:51:32,STABLE BEAMS,6500,947.172,938.187,3.6,PLTZERO
306126:6360,252:252,11/04/17 11:51:55,STABLE BEAMS,6500,934.129,925.300,3.6,PLTZERO
306126:6360,253:253,11/04/17 11:52:18,STABLE BEAMS,6500,886.408,878.137,3.6,PLTZERO
306126:6360,254:254,11/04/17 11:52:42,STABLE BEAMS,6500,639.587,633.794,3.6,PLTZERO
306126:6360,255:255,11/04/17 11:53:05,STABLE BEAMS,6500,1363.133,1349.030,3.6,PLTZERO
306126:6360,256:256,11/04/17 11:53:28,STABLE BEAMS,6500,2845.562,2808.264,8.2,PLTZERO
306126:6360,257:257,11/04/17 11:53:51,STABLE BEAMS,6500,3744.596,3688.785,12.9,PLTZERO
306126:6360,258:258,11/04/17 11:54:15,STABLE BEAMS,6500,2554.859,2518.970,14.6,PLTZERO
306126:6360,259:259,11/04/17 11:54:38,STABLE BEAMS,6500,2894.979,2853.191,3.6,PLTZERO
