#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
305814:6343,312:312,10/28/17 07:45:20,STABLE BEAMS,6500,14850.982,14181.055,56.7,HFET
305814:6343,313:313,10/28/17 07:45:44,STABLE BEAMS,6500,14828.473,14143.411,56.5,HFET
305814:6343,314:314,10/28/17 07:46:07,STABLE BEAMS,6500,14811.656,13739.728,56.5,HFET
305814:6343,315:315,10/28/17 07:46:30,STABLE BEAMS,6500,14822.748,13945.824,56.5,HFET
305814:6343,316:316,10/28/17 07:46:53,STABLE BEAMS,6500,14817.878,14142.491,56.5,HFET
305814:6343,317:317,10/28/17 07:47:17,STABLE BEAMS,6500,14790.546,14131.437,56.5,HFET
305814:6343,318:318,10/28/17 07:47:40,STABLE BEAMS,6500,14578.356,13804.364,56.3,HFET
305814:6343,319:319,10/28/17 07:48:03,STABLE BEAMS,6500,14913.141,14052.384,56.7,HFET
305814:6343,320:320,10/28/17 07:48:27,STABLE BEAMS,6500,14962.784,13700.830,57.0,HFET
305814:6343,321:321,10/28/17 07:48:50,STABLE BEAMS,6500,14958.816,14119.190,57.0,HFET
305814:6343,322:322,10/28/17 07:49:13,STABLE BEAMS,6500,14934.290,14131.190,57.0,HFET
305814:6343,323:323,10/28/17 07:49:37,STABLE BEAMS,6500,14903.559,14135.265,56.9,HFET
305814:6343,324:324,10/28/17 07:50:00,STABLE BEAMS,6500,14886.038,14133.696,56.8,HFET
305814:6343,325:325,10/28/17 07:50:23,STABLE BEAMS,6500,14845.589,14131.088,56.7,HFET
305814:6343,326:326,10/28/17 07:50:47,STABLE BEAMS,6500,14817.558,14124.562,56.5,HFET
305814:6343,327:327,10/28/17 07:51:10,STABLE BEAMS,6500,14807.490,14155.374,56.4,HFET
305814:6343,328:328,10/28/17 07:51:33,STABLE BEAMS,6500,14836.562,13979.667,56.5,HFET
305814:6343,329:329,10/28/17 07:51:57,STABLE BEAMS,6500,14819.390,13767.971,56.5,HFET
305814:6343,330:330,10/28/17 07:52:20,STABLE BEAMS,6500,14797.936,14151.596,56.5,HFET
305814:6343,331:331,10/28/17 07:52:43,STABLE BEAMS,6500,14758.526,13751.074,56.4,HFET
305814:6343,332:332,10/28/17 07:53:06,STABLE BEAMS,6500,14741.320,14144.512,56.2,HFET
305814:6343,333:333,10/28/17 07:53:30,STABLE BEAMS,6500,14740.627,14130.605,56.2,HFET
305814:6343,334:334,10/28/17 07:53:53,STABLE BEAMS,6500,14608.865,14086.333,56.1,HFET
305814:6343,335:335,10/28/17 07:54:16,STABLE BEAMS,6500,15007.740,14014.543,55.9,HFET
305814:6343,336:336,10/28/17 07:54:40,STABLE BEAMS,6500,15023.076,14051.235,57.3,HFET
305814:6343,337:337,10/28/17 07:55:03,STABLE BEAMS,6500,15018.027,14229.140,57.4,HFET
305814:6343,338:338,10/28/17 07:55:26,STABLE BEAMS,6500,14913.000,14023.245,56.9,HFET
305814:6343,339:339,10/28/17 07:55:50,STABLE BEAMS,6500,14915.369,14215.868,56.8,HFET
305814:6343,340:340,10/28/17 07:56:13,STABLE BEAMS,6500,14883.252,14024.924,56.8,HFET
305814:6343,341:341,10/28/17 07:56:36,STABLE BEAMS,6500,14857.815,14220.316,56.7,HFET
305814:6343,342:342,10/28/17 07:57:00,STABLE BEAMS,6500,14864.134,14217.385,56.7,HFET
305814:6343,343:343,10/28/17 07:57:23,STABLE BEAMS,6500,14841.542,14223.032,56.6,HFET
305814:6343,344:344,10/28/17 07:57:46,STABLE BEAMS,6500,14851.536,14223.970,56.6,HFET
305814:6343,345:345,10/28/17 07:58:09,STABLE BEAMS,6500,14813.421,11256.054,56.6,HFET
305814:6343,346:346,10/28/17 07:58:33,STABLE BEAMS,6500,14759.169,12976.979,56.3,HFET
305814:6343,347:347,10/28/17 07:58:56,STABLE BEAMS,6500,14751.066,8267.205,56.2,HFET
305814:6343,348:348,10/28/17 07:59:19,STABLE BEAMS,6500,14755.385,13970.661,56.3,HFET
305814:6343,349:349,10/28/17 07:59:43,STABLE BEAMS,6500,14733.541,14146.962,56.2,HFET
305814:6343,350:350,10/28/17 08:00:06,STABLE BEAMS,6500,14714.315,14163.401,56.1,HFET
305814:6343,351:351,10/28/17 08:00:29,STABLE BEAMS,6500,14717.068,14137.729,56.0,HFET
305814:6343,352:352,10/28/17 08:00:53,STABLE BEAMS,6500,14972.478,14226.344,57.1,HFET
305814:6343,353:353,10/28/17 08:01:16,STABLE BEAMS,6500,14945.616,14240.489,57.1,HFET
305814:6343,354:354,10/28/17 08:01:39,STABLE BEAMS,6500,14921.080,14232.801,56.9,HFET
305814:6343,355:355,10/28/17 08:02:03,STABLE BEAMS,6500,14911.943,14232.598,56.9,HFET
305814:6343,356:356,10/28/17 08:02:26,STABLE BEAMS,6500,14888.960,14228.828,56.8,HFET
305814:6343,357:357,10/28/17 08:02:49,STABLE BEAMS,6500,14891.698,14231.433,56.8,HFET
305814:6343,358:358,10/28/17 08:03:13,STABLE BEAMS,6500,14876.233,14232.290,56.7,HFET
305814:6343,359:359,10/28/17 08:03:36,STABLE BEAMS,6500,14801.298,14197.641,56.7,HFET
305814:6343,360:360,10/28/17 08:03:59,STABLE BEAMS,6500,14817.261,14174.047,56.2,HFET
305814:6343,361:361,10/28/17 08:04:22,STABLE BEAMS,6500,14832.846,12049.063,56.6,HFET
305814:6343,362:362,10/28/17 08:04:46,STABLE BEAMS,6500,14833.090,14172.653,56.6,HFET
305814:6343,363:363,10/28/17 08:05:09,STABLE BEAMS,6500,14844.778,14171.151,56.5,HFET
305814:6343,364:364,10/28/17 08:05:32,STABLE BEAMS,6500,14797.912,13751.765,56.7,HFET
305814:6343,365:365,10/28/17 08:05:56,STABLE BEAMS,6500,14770.512,14142.603,56.2,HFET
305814:6343,366:366,10/28/17 08:06:19,STABLE BEAMS,6500,14784.817,14167.701,56.3,HFET
305814:6343,367:367,10/28/17 08:06:42,STABLE BEAMS,6500,14780.487,14173.903,56.3,HFET
305814:6343,368:368,10/28/17 08:07:06,STABLE BEAMS,6500,14760.825,14188.833,56.3,HFET
305814:6343,369:369,10/28/17 08:07:29,STABLE BEAMS,6500,14715.488,14168.886,56.2,HFET
305814:6343,370:370,10/28/17 08:07:52,STABLE BEAMS,6500,14727.114,14176.589,56.1,HFET
305814:6343,371:371,10/28/17 08:08:16,STABLE BEAMS,6500,14720.049,14174.043,56.1,HFET
305814:6343,372:372,10/28/17 08:08:39,STABLE BEAMS,6500,14727.089,14176.281,56.2,HFET
305814:6343,373:373,10/28/17 08:09:02,STABLE BEAMS,6500,14722.986,14161.004,56.1,HFET
305814:6343,374:374,10/28/17 08:09:26,STABLE BEAMS,6500,14939.903,14064.187,57.0,HFET
305814:6343,375:375,10/28/17 08:09:49,STABLE BEAMS,6500,14924.266,14260.055,56.9,HFET
305814:6343,376:376,10/28/17 08:10:12,STABLE BEAMS,6500,14934.965,14263.539,56.9,HFET
305814:6343,377:377,10/28/17 08:10:35,STABLE BEAMS,6500,14925.813,14216.078,57.0,HFET
305814:6343,378:378,10/28/17 08:10:59,STABLE BEAMS,6500,14896.341,14215.314,56.8,HFET
305814:6343,379:379,10/28/17 08:11:22,STABLE BEAMS,6500,14891.532,14210.987,56.8,HFET
305814:6343,380:380,10/28/17 08:11:45,STABLE BEAMS,6500,14891.815,14010.713,56.8,HFET
305814:6343,381:381,10/28/17 08:12:09,STABLE BEAMS,6500,14793.266,14174.774,56.8,HFET
305814:6343,382:382,10/28/17 08:12:32,STABLE BEAMS,6500,14880.383,14195.456,56.5,HFET
305814:6343,383:383,10/28/17 08:12:55,STABLE BEAMS,6500,14873.542,14181.714,56.8,HFET
305814:6343,384:384,10/28/17 08:13:19,STABLE BEAMS,6500,14892.867,14010.457,56.7,HFET
305814:6343,385:385,10/28/17 08:13:42,STABLE BEAMS,6500,14833.141,14169.217,56.8,HFET
305814:6343,386:386,10/28/17 08:14:05,STABLE BEAMS,6500,14822.774,14188.756,56.5,HFET
305814:6343,387:387,10/28/17 08:14:29,STABLE BEAMS,6500,14824.252,14182.533,56.6,HFET
305814:6343,388:388,10/28/17 08:14:52,STABLE BEAMS,6500,14808.178,13784.455,56.4,HFET
305814:6343,389:389,10/28/17 08:15:15,STABLE BEAMS,6500,14812.764,13998.635,56.5,HFET
305814:6343,390:390,10/28/17 08:15:39,STABLE BEAMS,6500,14789.195,14170.468,56.4,HFET
305814:6343,391:391,10/28/17 08:16:02,STABLE BEAMS,6500,14772.856,14141.815,56.4,HFET
305814:6343,392:392,10/28/17 08:16:25,STABLE BEAMS,6500,14732.811,14156.833,56.2,HFET
305814:6343,393:393,10/28/17 08:16:48,STABLE BEAMS,6500,14719.417,13932.343,56.1,HFET
305814:6343,394:394,10/28/17 08:17:12,STABLE BEAMS,6500,14735.247,14147.971,56.2,HFET
305814:6343,395:395,10/28/17 08:17:35,STABLE BEAMS,6500,14733.971,14140.987,56.2,HFET
305814:6343,396:396,10/28/17 08:17:58,STABLE BEAMS,6500,14649.582,14103.499,56.0,HFET
305814:6343,397:397,10/28/17 08:18:22,STABLE BEAMS,6500,14876.609,14183.224,55.8,HFET
305814:6343,398:398,10/28/17 08:18:45,STABLE BEAMS,6500,14927.719,13859.547,56.9,HFET
305814:6343,399:399,10/28/17 08:19:08,STABLE BEAMS,6500,14905.288,12859.539,56.9,HFET
305814:6343,400:400,10/28/17 08:19:32,STABLE BEAMS,6500,14872.260,14209.306,56.7,HFET
305814:6343,401:401,10/28/17 08:19:55,STABLE BEAMS,6500,14867.951,14217.556,56.7,HFET
305814:6343,402:402,10/28/17 08:20:18,STABLE BEAMS,6500,14812.459,14192.702,56.6,HFET
305814:6343,403:403,10/28/17 08:20:42,STABLE BEAMS,6500,14843.288,8662.448,56.6,HFET
305814:6343,404:404,10/28/17 08:21:05,STABLE BEAMS,6500,14843.450,13522.894,56.6,HFET
305814:6343,405:405,10/28/17 08:21:28,STABLE BEAMS,6500,14802.443,14009.159,56.6,HFET
305814:6343,406:406,10/28/17 08:21:52,STABLE BEAMS,6500,14749.806,14055.531,55.7,HFET
305814:6343,407:407,10/28/17 08:22:15,STABLE BEAMS,6500,14776.113,14177.336,56.4,HFET
305814:6343,408:408,10/28/17 08:22:38,STABLE BEAMS,6500,14762.661,13961.477,56.3,HFET
305814:6343,409:409,10/28/17 08:23:01,STABLE BEAMS,6500,14763.666,11262.724,56.3,HFET
305814:6343,410:410,10/28/17 08:23:25,STABLE BEAMS,6500,14740.951,14179.318,56.3,HFET
305814:6343,411:411,10/28/17 08:23:48,STABLE BEAMS,6500,14711.557,14179.976,56.1,HFET
305814:6343,412:412,10/28/17 08:24:11,STABLE BEAMS,6500,14754.291,14182.479,56.0,HFET
305814:6343,413:413,10/28/17 08:24:35,STABLE BEAMS,6500,14813.550,14242.913,56.8,HFET
305814:6343,414:414,10/28/17 08:24:58,STABLE BEAMS,6500,14844.408,14235.738,56.5,HFET
305814:6343,415:415,10/28/17 08:25:21,STABLE BEAMS,6500,14847.859,14255.750,56.6,HFET
305814:6343,416:416,10/28/17 08:25:45,STABLE BEAMS,6500,14853.385,14259.183,56.6,HFET
305814:6343,417:417,10/28/17 08:26:08,STABLE BEAMS,6500,14899.714,14172.007,56.7,HFET
305814:6343,418:418,10/28/17 08:26:31,STABLE BEAMS,6500,14832.361,14249.200,56.6,HFET
305814:6343,419:419,10/28/17 08:26:55,STABLE BEAMS,6500,14794.889,14236.085,56.5,HFET
305814:6343,420:420,10/28/17 08:27:18,STABLE BEAMS,6500,14777.294,14209.550,56.4,HFET
305814:6343,421:421,10/28/17 08:27:41,STABLE BEAMS,6500,14773.396,13984.728,56.3,HFET
305814:6343,422:422,10/28/17 08:28:04,STABLE BEAMS,6500,14776.233,14187.788,56.3,HFET
305814:6343,423:423,10/28/17 08:28:28,STABLE BEAMS,6500,14760.195,13992.985,56.3,HFET
305814:6343,424:424,10/28/17 08:28:51,STABLE BEAMS,6500,14733.219,13950.560,56.2,HFET
305814:6343,425:425,10/28/17 08:29:14,STABLE BEAMS,6500,14725.511,14145.715,56.1,HFET
305814:6343,426:426,10/28/17 08:29:38,STABLE BEAMS,6500,14719.526,14149.357,56.1,HFET
305814:6343,427:427,10/28/17 08:30:01,STABLE BEAMS,6500,14686.736,14141.579,56.0,HFET
305814:6343,428:428,10/28/17 08:30:24,STABLE BEAMS,6500,14793.370,14168.227,55.9,HFET
305814:6343,429:429,10/28/17 08:30:48,STABLE BEAMS,6500,14806.929,14206.190,56.5,HFET
305814:6343,430:430,10/28/17 08:31:11,STABLE BEAMS,6500,14791.347,14201.107,56.4,HFET
305814:6343,431:431,10/28/17 08:31:34,STABLE BEAMS,6500,14774.874,14192.970,56.4,HFET
305814:6343,432:432,10/28/17 08:31:58,STABLE BEAMS,6500,14758.419,14179.194,56.3,HFET
305814:6343,433:433,10/28/17 08:32:21,STABLE BEAMS,6500,14743.300,14169.753,56.2,HFET
305814:6343,434:434,10/28/17 08:32:44,STABLE BEAMS,6500,14718.925,11745.826,56.2,HFET
305814:6343,435:435,10/28/17 08:33:08,STABLE BEAMS,6500,14675.622,6222.290,55.8,HFET
305814:6343,436:436,10/28/17 08:33:31,STABLE BEAMS,6500,14835.453,14019.887,56.2,HFET
305814:6343,437:437,10/28/17 08:33:54,STABLE BEAMS,6500,14829.693,14221.476,56.6,HFET
305814:6343,438:438,10/28/17 08:34:17,STABLE BEAMS,6500,14812.302,14204.345,56.5,HFET
305814:6343,439:439,10/28/17 08:34:41,STABLE BEAMS,6500,14842.054,14215.105,56.5,HFET
305814:6343,440:440,10/28/17 08:35:04,STABLE BEAMS,6500,14818.530,14202.049,56.6,HFET
305814:6343,441:441,10/28/17 08:35:27,STABLE BEAMS,6500,14790.365,14002.189,56.4,HFET
305814:6343,442:442,10/28/17 08:35:51,STABLE BEAMS,6500,14764.019,14165.704,56.3,HFET
305814:6343,443:443,10/28/17 08:36:14,STABLE BEAMS,6500,14752.780,14184.583,56.2,HFET
305814:6343,444:444,10/28/17 08:36:37,STABLE BEAMS,6500,14742.864,13956.731,56.2,HFET
305814:6343,445:445,10/28/17 08:37:01,STABLE BEAMS,6500,14737.138,14183.557,56.2,HFET
305814:6343,446:446,10/28/17 08:37:24,STABLE BEAMS,6500,14728.992,14183.426,56.2,HFET
305814:6343,447:447,10/28/17 08:37:47,STABLE BEAMS,6500,14718.929,14165.415,56.1,HFET
305814:6343,448:448,10/28/17 08:38:11,STABLE BEAMS,6500,14704.464,14196.806,56.1,HFET
305814:6343,449:449,10/28/17 08:38:34,STABLE BEAMS,6500,14720.468,14208.816,56.0,HFET
305814:6343,450:450,10/28/17 08:38:57,STABLE BEAMS,6500,14767.176,14229.568,56.3,HFET
305814:6343,451:451,10/28/17 08:39:20,STABLE BEAMS,6500,14758.369,14223.887,56.3,HFET
305814:6343,452:452,10/28/17 08:39:44,STABLE BEAMS,6500,14733.438,10201.151,56.2,HFET
305814:6343,453:453,10/28/17 08:40:07,STABLE BEAMS,6500,14716.182,8562.232,56.1,HFET
305814:6343,454:454,10/28/17 08:40:30,STABLE BEAMS,6500,14709.724,14204.259,56.1,HFET
305814:6343,455:455,10/28/17 08:40:54,STABLE BEAMS,6500,14699.356,14204.506,56.1,HFET
305814:6343,456:456,10/28/17 08:41:17,STABLE BEAMS,6500,14695.070,14194.509,56.0,HFET
305814:6343,457:457,10/28/17 08:41:40,STABLE BEAMS,6500,14759.237,14226.397,56.2,HFET
305814:6343,458:458,10/28/17 08:42:04,STABLE BEAMS,6500,14719.341,14212.035,56.3,HFET
305814:6343,459:459,10/28/17 08:42:27,STABLE BEAMS,6500,14705.632,14181.101,56.0,HFET
305814:6343,460:460,10/28/17 08:42:50,STABLE BEAMS,6500,14699.773,14195.850,56.1,HFET
305814:6343,461:461,10/28/17 08:43:14,STABLE BEAMS,6500,14706.439,14202.104,56.0,HFET
305814:6343,462:462,10/28/17 08:43:37,STABLE BEAMS,6500,14710.626,14211.206,56.1,HFET
305814:6343,463:463,10/28/17 08:44:00,STABLE BEAMS,6500,14698.749,14195.081,56.1,HFET
305814:6343,464:464,10/28/17 08:44:24,STABLE BEAMS,6500,14692.717,13974.319,56.0,HFET
305814:6343,465:465,10/28/17 08:44:47,STABLE BEAMS,6500,14674.587,13983.466,56.0,HFET
305814:6343,466:466,10/28/17 08:45:10,STABLE BEAMS,6500,14665.839,14181.017,55.9,HFET
305814:6343,467:467,10/28/17 08:45:33,STABLE BEAMS,6500,14658.361,14169.329,55.9,HFET
305814:6343,468:468,10/28/17 08:45:57,STABLE BEAMS,6500,14633.305,13955.365,55.9,HFET
305814:6343,469:469,10/28/17 08:46:20,STABLE BEAMS,6500,14626.354,14153.047,55.8,HFET
305814:6343,470:470,10/28/17 08:46:43,STABLE BEAMS,6500,14615.370,14126.030,55.7,HFET
305814:6343,471:471,10/28/17 08:47:07,STABLE BEAMS,6500,14606.847,14141.153,55.7,HFET
305814:6343,472:472,10/28/17 08:47:30,STABLE BEAMS,6500,14595.340,13935.122,55.7,HFET
305814:6343,473:473,10/28/17 08:47:53,STABLE BEAMS,6500,14585.001,14129.239,55.6,HFET
305814:6343,474:474,10/28/17 08:48:17,STABLE BEAMS,6500,14243.171,13853.303,55.6,HFET
305814:6343,475:475,10/28/17 08:48:40,STABLE BEAMS,6500,14206.220,13818.879,53.5,HFET
305814:6343,476:476,10/28/17 08:49:03,STABLE BEAMS,6500,13905.700,13542.764,52.6,HFET
305814:6343,477:477,10/28/17 08:49:27,STABLE BEAMS,6500,13827.590,13472.237,48.9,HFET
305814:6343,478:478,10/28/17 08:49:50,STABLE BEAMS,6500,14016.299,13645.109,50.6,HFET
305814:6343,479:479,10/28/17 08:50:13,STABLE BEAMS,6500,14499.203,14072.125,55.3,HFET
305814:6343,480:480,10/28/17 08:50:37,STABLE BEAMS,6500,14485.106,14044.136,55.2,HFET
305814:6343,481:481,10/28/17 08:51:00,STABLE BEAMS,6500,14478.021,14023.066,55.2,HFET
305814:6343,482:482,10/28/17 08:51:23,STABLE BEAMS,6500,14464.606,13815.930,55.2,HFET
305814:6343,483:483,10/28/17 08:51:46,STABLE BEAMS,6500,14449.370,13780.702,55.1,HFET
305814:6343,484:484,10/28/17 08:52:10,STABLE BEAMS,6500,4955.517,4848.994,55.0,HFET
305814:6343,485:485,10/28/17 08:52:33,STABLE BEAMS,6500,4625.979,4571.990,8.2,HFET
305814:6343,486:486,10/28/17 08:52:56,STABLE BEAMS,6500,10383.633,10204.368,29.5,HFET
305814:6343,487:487,10/28/17 08:53:20,STABLE BEAMS,6500,13807.018,13443.092,47.0,HFET
305814:6343,488:488,10/28/17 08:53:43,STABLE BEAMS,6500,10050.899,9884.399,47.4,HFET
305814:6343,489:489,10/28/17 08:54:06,STABLE BEAMS,6500,3933.746,3890.828,30.1,HFET
305814:6343,490:490,10/28/17 08:54:30,STABLE BEAMS,6500,6454.850,6306.010,4.4,HFET
305814:6343,491:491,10/28/17 08:54:53,STABLE BEAMS,6500,2496.754,2463.052,53.2,HFET
305814:6343,492:492,10/28/17 08:55:16,STABLE BEAMS,6500,4880.298,4823.647,11.4,HFET
305814:6343,493:493,10/28/17 08:55:40,STABLE BEAMS,6500,11248.105,11035.794,25.9,HFET
305814:6343,494:494,10/28/17 08:56:03,STABLE BEAMS,6500,13365.531,13064.442,54.2,HFET
305814:6343,495:495,10/28/17 08:56:26,STABLE BEAMS,6500,7887.260,7775.630,47.0,HFET
305814:6343,496:496,10/28/17 08:56:50,STABLE BEAMS,6500,2287.333,2265.255,13.0,HFET
305814:6343,497:497,10/28/17 08:57:13,STABLE BEAMS,6500,10934.776,10652.041,4.1,HFET
305814:6343,498:498,10/28/17 08:57:36,STABLE BEAMS,6500,14180.588,13800.524,54.0,HFET
305814:6343,499:499,10/28/17 08:57:59,STABLE BEAMS,6500,14190.205,13810.398,54.1,HFET
305814:6343,500:500,10/28/17 08:58:23,STABLE BEAMS,6500,14190.097,13809.041,54.1,HFET
305814:6343,501:501,10/28/17 08:58:46,STABLE BEAMS,6500,14456.106,13784.708,54.1,HFET
305814:6343,502:502,10/28/17 08:59:09,STABLE BEAMS,6500,14663.578,14121.026,56.0,HFET
305814:6343,503:503,10/28/17 08:59:33,STABLE BEAMS,6500,14626.982,14115.390,55.8,HFET
305814:6343,504:504,10/28/17 08:59:56,STABLE BEAMS,6500,14623.293,14107.816,55.7,HFET
305814:6343,505:505,10/28/17 09:00:19,STABLE BEAMS,6500,14921.796,14127.380,56.2,HFET
305814:6343,506:506,10/28/17 09:00:43,STABLE BEAMS,6500,14965.243,14154.734,57.1,HFET
305814:6343,507:507,10/28/17 09:01:06,STABLE BEAMS,6500,14961.592,14197.082,57.1,HFET
305814:6343,508:508,10/28/17 09:01:29,STABLE BEAMS,6500,14950.342,14238.401,57.0,HFET
305814:6343,509:509,10/28/17 09:01:53,STABLE BEAMS,6500,14917.123,14205.034,56.9,HFET
305814:6343,510:510,10/28/17 09:02:16,STABLE BEAMS,6500,14904.385,14209.544,56.8,HFET
305814:6343,511:511,10/28/17 09:02:39,STABLE BEAMS,6500,14871.926,13296.860,56.8,HFET
305814:6343,512:512,10/28/17 09:03:02,STABLE BEAMS,6500,14874.230,13324.362,56.7,HFET
305814:6343,513:513,10/28/17 09:03:26,STABLE BEAMS,6500,14855.988,7264.625,56.7,HFET
305814:6343,514:514,10/28/17 09:03:49,STABLE BEAMS,6500,14815.129,14156.499,56.6,HFET
305814:6343,515:515,10/28/17 09:04:12,STABLE BEAMS,6500,14800.401,13955.968,56.4,HFET
305814:6343,516:516,10/28/17 09:04:36,STABLE BEAMS,6500,14792.403,14156.096,56.4,HFET
305814:6343,517:517,10/28/17 09:04:59,STABLE BEAMS,6500,14066.496,13627.744,56.4,HFET
305814:6343,518:518,10/28/17 09:05:22,STABLE BEAMS,6500,14515.715,13954.972,56.4,HFET
305814:6343,519:519,10/28/17 09:05:46,STABLE BEAMS,6500,13635.015,13159.983,56.2,HFET
305814:6343,520:520,10/28/17 09:06:09,STABLE BEAMS,6500,14292.558,13795.298,48.0,HFET
305814:6343,521:521,10/28/17 09:06:32,STABLE BEAMS,6500,14599.279,14071.480,53.7,HFET
305814:6343,522:522,10/28/17 09:06:56,STABLE BEAMS,6500,14717.508,13962.948,56.1,HFET
305814:6343,523:523,10/28/17 09:07:19,STABLE BEAMS,6500,14807.331,14207.244,56.1,HFET
305814:6343,524:524,10/28/17 09:07:42,STABLE BEAMS,6500,14865.639,14239.573,56.7,HFET
305814:6343,525:525,10/28/17 09:08:05,STABLE BEAMS,6500,14864.752,14233.912,56.7,HFET
305814:6343,526:526,10/28/17 09:08:29,STABLE BEAMS,6500,14847.333,14227.298,56.7,HFET
305814:6343,527:527,10/28/17 09:08:52,STABLE BEAMS,6500,14830.498,14200.867,56.6,HFET
305814:6343,528:528,10/28/17 09:09:15,STABLE BEAMS,6500,14811.695,14207.643,56.5,HFET
305814:6343,529:529,10/28/17 09:09:39,STABLE BEAMS,6500,14808.611,14208.096,56.4,HFET
305814:6343,530:530,10/28/17 09:10:02,STABLE BEAMS,6500,14787.906,14226.049,56.4,HFET
305814:6343,531:531,10/28/17 09:10:25,STABLE BEAMS,6500,14774.630,14030.288,56.4,HFET
305814:6343,532:532,10/28/17 09:10:49,STABLE BEAMS,6500,14759.541,14224.221,56.3,HFET
305814:6343,533:533,10/28/17 09:11:12,STABLE BEAMS,6500,14755.668,14223.921,56.2,HFET
305814:6343,534:534,10/28/17 09:11:35,STABLE BEAMS,6500,14738.230,14212.605,56.2,HFET
305814:6343,535:535,10/28/17 09:11:59,STABLE BEAMS,6500,14728.064,14215.903,56.2,HFET
305814:6343,536:536,10/28/17 09:12:22,STABLE BEAMS,6500,14711.224,14203.589,56.1,HFET
305814:6343,537:537,10/28/17 09:12:45,STABLE BEAMS,6500,14701.562,14190.856,56.1,HFET
305814:6343,538:538,10/28/17 09:13:09,STABLE BEAMS,6500,14687.309,14180.420,56.0,HFET
305814:6343,539:539,10/28/17 09:13:32,STABLE BEAMS,6500,14678.020,14176.076,56.0,HFET
305814:6343,540:540,10/28/17 09:13:55,STABLE BEAMS,6500,14666.244,14136.677,55.9,HFET
305814:6343,541:541,10/28/17 09:14:18,STABLE BEAMS,6500,14652.324,13720.173,55.9,HFET
305814:6343,542:542,10/28/17 09:14:42,STABLE BEAMS,6500,14644.480,14125.516,55.8,HFET
305814:6343,543:543,10/28/17 09:15:05,STABLE BEAMS,6500,14636.325,14114.465,55.8,HFET
305814:6343,544:544,10/28/17 09:15:28,STABLE BEAMS,6500,14615.677,14104.483,55.7,HFET
305814:6343,545:545,10/28/17 09:15:52,STABLE BEAMS,6500,14584.551,14086.306,55.7,HFET
305814:6343,546:546,10/28/17 09:16:15,STABLE BEAMS,6500,14546.173,14064.489,55.2,HFET
305814:6343,547:547,10/28/17 09:16:38,STABLE BEAMS,6500,14569.596,13879.551,55.7,HFET
305814:6343,548:548,10/28/17 09:17:02,STABLE BEAMS,6500,14606.999,14106.327,55.7,HFET
305814:6343,549:549,10/28/17 09:17:25,STABLE BEAMS,6500,14546.674,13830.867,55.6,HFET
305814:6343,550:550,10/28/17 09:17:48,STABLE BEAMS,6500,14508.502,13843.120,55.3,HFET
305814:6343,551:551,10/28/17 09:18:12,STABLE BEAMS,6500,14537.950,14058.668,55.3,HFET
305814:6343,552:552,10/28/17 09:18:35,STABLE BEAMS,6500,14506.611,14056.890,55.4,HFET
305814:6343,553:553,10/28/17 09:18:58,STABLE BEAMS,6500,14502.286,13635.379,55.2,HFET
305814:6343,554:554,10/28/17 09:19:22,STABLE BEAMS,6500,14476.991,14022.893,55.3,HFET
305814:6343,555:555,10/28/17 09:19:45,STABLE BEAMS,6500,14469.419,14013.397,55.2,HFET
305814:6343,556:556,10/28/17 09:20:08,STABLE BEAMS,6500,14449.625,13993.487,55.1,HFET
305814:6343,557:557,10/28/17 09:20:31,STABLE BEAMS,6500,14456.922,14004.225,55.2,HFET
305814:6343,558:558,10/28/17 09:20:55,STABLE BEAMS,6500,14403.990,13959.093,55.0,HFET
305814:6343,559:559,10/28/17 09:21:18,STABLE BEAMS,6500,14411.904,13935.220,54.9,HFET
305814:6343,560:560,10/28/17 09:21:41,STABLE BEAMS,6500,14411.190,13653.273,54.9,HFET
305814:6343,561:561,10/28/17 09:22:05,STABLE BEAMS,6500,14368.900,13646.879,54.9,HFET
305814:6343,562:562,10/28/17 09:22:28,STABLE BEAMS,6500,14374.256,13648.235,54.8,HFET
305814:6343,563:563,10/28/17 09:22:51,STABLE BEAMS,6500,14354.311,13644.149,54.7,HFET
305814:6343,564:564,10/28/17 09:23:15,STABLE BEAMS,6500,14341.487,13258.666,54.7,HFET
305814:6343,565:565,10/28/17 09:23:38,STABLE BEAMS,6500,14335.181,13636.798,54.7,HFET
305814:6343,566:566,10/28/17 09:24:01,STABLE BEAMS,6500,14341.114,13661.920,54.7,HFET
305814:6343,567:567,10/28/17 09:24:25,STABLE BEAMS,6500,14295.191,13673.267,54.6,HFET
305814:6343,568:568,10/28/17 09:24:48,STABLE BEAMS,6500,14295.496,13671.954,54.5,HFET
305814:6343,569:569,10/28/17 09:25:11,STABLE BEAMS,6500,14305.756,13667.255,54.5,HFET
305814:6343,570:570,10/28/17 09:25:35,STABLE BEAMS,6500,14262.124,13652.385,54.5,HFET
305814:6343,571:571,10/28/17 09:25:58,STABLE BEAMS,6500,14261.895,13660.376,54.3,HFET
305814:6343,572:572,10/28/17 09:26:21,STABLE BEAMS,6500,14243.748,13645.075,54.3,HFET
305814:6343,573:573,10/28/17 09:26:44,STABLE BEAMS,6500,14233.515,13459.169,54.3,HFET
