#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
305814:6343,836:836,10/28/17 11:08:55,STABLE BEAMS,6500,11826.771,11426.701,45.1,HFET
305814:6343,837:837,10/28/17 11:09:19,STABLE BEAMS,6500,11821.281,11422.301,45.1,HFET
305814:6343,838:838,10/28/17 11:09:42,STABLE BEAMS,6500,11814.772,11229.182,45.1,HFET
305814:6343,839:839,10/28/17 11:10:05,STABLE BEAMS,6500,11806.099,11367.028,45.0,HFET
305814:6343,840:840,10/28/17 11:10:28,STABLE BEAMS,6500,11796.463,11363.913,45.0,HFET
305814:6343,841:841,10/28/17 11:10:52,STABLE BEAMS,6500,11789.248,11357.834,45.0,HFET
305814:6343,842:842,10/28/17 11:11:15,STABLE BEAMS,6500,11781.518,11345.133,44.9,HFET
305814:6343,843:843,10/28/17 11:11:38,STABLE BEAMS,6500,11772.888,11341.295,44.9,HFET
305814:6343,844:844,10/28/17 11:12:02,STABLE BEAMS,6500,11763.282,11339.762,44.9,HFET
305814:6343,845:845,10/28/17 11:12:25,STABLE BEAMS,6500,11754.574,11346.440,44.8,HFET
305814:6343,846:846,10/28/17 11:12:48,STABLE BEAMS,6500,11746.252,11345.059,44.8,HFET
305814:6343,847:847,10/28/17 11:13:12,STABLE BEAMS,6500,11739.532,11356.811,44.8,HFET
305814:6343,848:848,10/28/17 11:13:35,STABLE BEAMS,6500,11733.862,10789.832,44.8,HFET
305814:6343,849:849,10/28/17 11:13:58,STABLE BEAMS,6500,11722.281,10289.499,44.7,HFET
305814:6343,850:850,10/28/17 11:14:22,STABLE BEAMS,6500,11712.145,11175.568,44.7,HFET
305814:6343,851:851,10/28/17 11:14:45,STABLE BEAMS,6500,11706.193,2182.319,44.6,HFET
305814:6343,852:852,10/28/17 11:15:08,STABLE BEAMS,6500,11700.206,6297.529,44.6,HFET
305814:6343,853:853,10/28/17 11:15:32,STABLE BEAMS,6500,11695.303,11314.615,44.6,HFET
305814:6343,854:854,10/28/17 11:15:55,STABLE BEAMS,6500,11684.677,11319.099,44.6,HFET
305814:6343,855:855,10/28/17 11:16:18,STABLE BEAMS,6500,11677.706,10800.557,44.5,HFET
305814:6343,856:856,10/28/17 11:16:41,STABLE BEAMS,6500,11674.650,11133.689,44.5,HFET
305814:6343,857:857,10/28/17 11:17:05,STABLE BEAMS,6500,11662.178,11265.028,44.5,HFET
305814:6343,858:858,10/28/17 11:17:28,STABLE BEAMS,6500,11656.457,11257.331,44.5,HFET
305814:6343,859:859,10/28/17 11:17:51,STABLE BEAMS,6500,11644.665,11246.324,44.4,HFET
305814:6343,860:860,10/28/17 11:18:15,STABLE BEAMS,6500,11640.074,11245.954,44.4,HFET
305814:6343,861:861,10/28/17 11:18:38,STABLE BEAMS,6500,11628.322,11233.682,44.4,HFET
305814:6343,862:862,10/28/17 11:19:01,STABLE BEAMS,6500,11570.837,11188.548,44.2,HFET
305814:6343,863:863,10/28/17 11:19:25,STABLE BEAMS,6500,11577.675,11194.623,44.1,HFET
305814:6343,864:864,10/28/17 11:19:48,STABLE BEAMS,6500,11581.677,11203.376,44.2,HFET
305814:6343,865:865,10/28/17 11:20:11,STABLE BEAMS,6500,11577.253,11039.208,44.2,HFET
305814:6343,866:866,10/28/17 11:20:35,STABLE BEAMS,6500,11573.873,11189.665,44.1,HFET
305814:6343,867:867,10/28/17 11:20:58,STABLE BEAMS,6500,11562.247,11185.668,44.1,HFET
305814:6343,868:868,10/28/17 11:21:21,STABLE BEAMS,6500,11555.163,11205.056,44.1,HFET
305814:6343,869:869,10/28/17 11:21:44,STABLE BEAMS,6500,11552.749,11173.929,44.0,HFET
305814:6343,870:870,10/28/17 11:22:08,STABLE BEAMS,6500,11543.402,11168.915,44.0,HFET
305814:6343,871:871,10/28/17 11:22:31,STABLE BEAMS,6500,11532.869,11161.669,44.0,HFET
305814:6343,872:872,10/28/17 11:22:54,STABLE BEAMS,6500,11522.658,11153.376,44.0,HFET
305814:6343,873:873,10/28/17 11:23:18,STABLE BEAMS,6500,11513.227,11146.193,43.9,HFET
305814:6343,874:874,10/28/17 11:23:41,STABLE BEAMS,6500,11508.490,10982.015,43.9,HFET
305814:6343,875:875,10/28/17 11:24:04,STABLE BEAMS,6500,11502.872,11139.518,43.9,HFET
305814:6343,876:876,10/28/17 11:24:28,STABLE BEAMS,6500,11497.778,11136.350,43.9,HFET
305814:6343,877:877,10/28/17 11:24:51,STABLE BEAMS,6500,11488.626,11128.927,43.8,HFET
305814:6343,878:878,10/28/17 11:25:14,STABLE BEAMS,6500,11481.328,11115.891,43.8,HFET
305814:6343,879:879,10/28/17 11:25:38,STABLE BEAMS,6500,11471.390,11003.267,43.7,HFET
305814:6343,880:880,10/28/17 11:26:01,STABLE BEAMS,6500,11464.983,9667.014,43.7,HFET
305814:6343,881:881,10/28/17 11:26:24,STABLE BEAMS,6500,11457.322,11009.554,43.7,HFET
305814:6343,882:882,10/28/17 11:26:48,STABLE BEAMS,6500,11448.080,10996.633,43.7,HFET
305814:6343,883:883,10/28/17 11:27:11,STABLE BEAMS,6500,11439.647,10989.855,43.6,HFET
305814:6343,884:884,10/28/17 11:27:34,STABLE BEAMS,6500,11431.940,10981.425,43.6,HFET
305814:6343,885:885,10/28/17 11:27:57,STABLE BEAMS,6500,11420.220,10977.967,43.6,HFET
305814:6343,886:886,10/28/17 11:28:21,STABLE BEAMS,6500,11406.791,10964.862,43.5,HFET
305814:6343,887:887,10/28/17 11:28:44,STABLE BEAMS,6500,11397.682,10951.831,43.5,HFET
305814:6343,888:888,10/28/17 11:29:07,STABLE BEAMS,6500,11394.698,6359.012,43.4,HFET
305814:6343,889:889,10/28/17 11:29:31,STABLE BEAMS,6500,11395.335,10964.776,43.5,HFET
305814:6343,890:890,10/28/17 11:29:54,STABLE BEAMS,6500,11390.875,10990.742,43.4,HFET
305814:6343,891:891,10/28/17 11:30:17,STABLE BEAMS,6500,11386.516,10972.453,43.4,HFET
305814:6343,892:892,10/28/17 11:30:41,STABLE BEAMS,6500,11382.381,10991.228,43.4,HFET
305814:6343,893:893,10/28/17 11:31:04,STABLE BEAMS,6500,11377.206,10984.259,43.4,HFET
305814:6343,894:894,10/28/17 11:31:27,STABLE BEAMS,6500,11369.291,10823.777,43.4,HFET
305814:6343,895:895,10/28/17 11:31:51,STABLE BEAMS,6500,11357.010,10974.315,43.3,HFET
305814:6343,896:896,10/28/17 11:32:14,STABLE BEAMS,6500,11349.684,10970.600,43.3,HFET
305814:6343,897:897,10/28/17 11:32:37,STABLE BEAMS,6500,11344.818,10958.127,43.3,HFET
305814:6343,898:898,10/28/17 11:33:01,STABLE BEAMS,6500,11341.758,10954.917,43.2,HFET
305814:6343,899:899,10/28/17 11:33:24,STABLE BEAMS,6500,11337.164,10933.388,43.2,HFET
305814:6343,900:900,10/28/17 11:33:47,STABLE BEAMS,6500,11327.196,10892.459,43.2,HFET
305814:6343,901:901,10/28/17 11:34:10,STABLE BEAMS,6500,11322.671,10901.724,43.2,HFET
305814:6343,902:902,10/28/17 11:34:34,STABLE BEAMS,6500,11310.914,10891.019,43.1,HFET
305814:6343,903:903,10/28/17 11:34:57,STABLE BEAMS,6500,11296.824,10887.127,43.1,HFET
305814:6343,904:904,10/28/17 11:35:20,STABLE BEAMS,6500,11287.211,10875.054,43.0,HFET
305814:6343,905:905,10/28/17 11:35:44,STABLE BEAMS,6500,11287.341,10874.882,43.0,HFET
305814:6343,906:906,10/28/17 11:36:07,STABLE BEAMS,6500,11271.661,10867.121,43.0,HFET
305814:6343,907:907,10/28/17 11:36:30,STABLE BEAMS,6500,11265.197,10861.792,43.0,HFET
305814:6343,908:908,10/28/17 11:36:54,STABLE BEAMS,6500,11256.489,10841.961,42.9,HFET
305814:6343,909:909,10/28/17 11:37:17,STABLE BEAMS,6500,11253.552,10849.074,42.9,HFET
305814:6343,910:910,10/28/17 11:37:40,STABLE BEAMS,6500,11243.183,6356.194,42.9,HFET
305814:6343,911:911,10/28/17 11:38:04,STABLE BEAMS,6500,11233.782,9345.111,42.8,HFET
305814:6343,912:912,10/28/17 11:38:27,STABLE BEAMS,6500,11225.189,10845.482,42.8,HFET
305814:6343,913:913,10/28/17 11:38:50,STABLE BEAMS,6500,11214.131,10829.838,42.8,HFET
305814:6343,914:914,10/28/17 11:39:13,STABLE BEAMS,6500,11210.266,10824.050,42.7,HFET
305814:6343,915:915,10/28/17 11:39:37,STABLE BEAMS,6500,11206.057,10819.899,42.7,HFET
305814:6343,916:916,10/28/17 11:40:00,STABLE BEAMS,6500,11201.712,10809.717,42.7,HFET
305814:6343,917:917,10/28/17 11:40:23,STABLE BEAMS,6500,11192.071,10804.797,42.7,HFET
305814:6343,918:918,10/28/17 11:40:47,STABLE BEAMS,6500,11181.746,10800.626,42.6,HFET
305814:6343,919:919,10/28/17 11:41:10,STABLE BEAMS,6500,11174.318,10792.723,42.6,HFET
305814:6343,920:920,10/28/17 11:41:33,STABLE BEAMS,6500,11169.464,9785.403,42.6,HFET
305814:6343,921:921,10/28/17 11:41:57,STABLE BEAMS,6500,11162.619,10790.334,42.6,HFET
305814:6343,922:922,10/28/17 11:42:20,STABLE BEAMS,6500,11153.508,10778.442,42.5,HFET
305814:6343,923:923,10/28/17 11:42:43,STABLE BEAMS,6500,11148.189,10780.719,42.5,HFET
305814:6343,924:924,10/28/17 11:43:07,STABLE BEAMS,6500,11144.060,10780.002,42.5,HFET
305814:6343,925:925,10/28/17 11:43:30,STABLE BEAMS,6500,11136.767,10774.405,42.5,HFET
305814:6343,926:926,10/28/17 11:43:53,STABLE BEAMS,6500,11126.303,10787.977,42.4,HFET
305814:6343,927:927,10/28/17 11:44:17,STABLE BEAMS,6500,11117.523,10787.277,42.4,HFET
305814:6343,928:928,10/28/17 11:44:40,STABLE BEAMS,6500,11110.244,10782.680,42.4,HFET
305814:6343,929:929,10/28/17 11:45:03,STABLE BEAMS,6500,11099.000,10616.157,42.3,HFET
305814:6343,930:930,10/28/17 11:45:26,STABLE BEAMS,6500,11111.441,10777.254,42.4,HFET
305814:6343,931:931,10/28/17 11:45:50,STABLE BEAMS,6500,11109.927,10774.233,42.3,HFET
305814:6343,932:932,10/28/17 11:46:13,STABLE BEAMS,6500,11096.138,10766.140,42.4,HFET
305814:6343,933:933,10/28/17 11:46:36,STABLE BEAMS,6500,11080.655,10446.756,42.2,HFET
305814:6343,934:934,10/28/17 11:47:00,STABLE BEAMS,6500,11073.618,10747.530,42.2,HFET
305814:6343,935:935,10/28/17 11:47:23,STABLE BEAMS,6500,11065.729,10590.026,42.2,HFET
305814:6343,936:936,10/28/17 11:47:46,STABLE BEAMS,6500,11057.760,10732.546,42.2,HFET
305814:6343,937:937,10/28/17 11:48:10,STABLE BEAMS,6500,11050.659,10730.555,42.1,HFET
305814:6343,938:938,10/28/17 11:48:33,STABLE BEAMS,6500,11044.370,10723.478,42.1,HFET
305814:6343,939:939,10/28/17 11:48:56,STABLE BEAMS,6500,11039.350,10720.031,42.1,HFET
305814:6343,940:940,10/28/17 11:49:20,STABLE BEAMS,6500,11031.565,10710.671,42.1,HFET
305814:6343,941:941,10/28/17 11:49:43,STABLE BEAMS,6500,11022.601,10705.251,42.0,HFET
305814:6343,942:942,10/28/17 11:50:06,STABLE BEAMS,6500,11016.702,10698.373,42.0,HFET
305814:6343,943:943,10/28/17 11:50:30,STABLE BEAMS,6500,11011.939,10543.835,42.0,HFET
305814:6343,944:944,10/28/17 11:50:53,STABLE BEAMS,6500,11006.011,10689.381,42.0,HFET
305814:6343,945:945,10/28/17 11:51:16,STABLE BEAMS,6500,10997.540,10377.450,41.9,HFET
305814:6343,946:946,10/28/17 11:51:39,STABLE BEAMS,6500,10990.663,10681.654,41.9,HFET
305814:6343,947:947,10/28/17 11:52:03,STABLE BEAMS,6500,10985.351,10653.119,41.9,HFET
305814:6343,948:948,10/28/17 11:52:26,STABLE BEAMS,6500,10978.698,10668.822,41.9,HFET
305814:6343,949:949,10/28/17 11:52:49,STABLE BEAMS,6500,10971.882,10647.670,41.8,HFET
305814:6343,950:950,10/28/17 11:53:13,STABLE BEAMS,6500,10966.164,10657.730,41.8,HFET
305814:6343,951:951,10/28/17 11:53:36,STABLE BEAMS,6500,10958.910,10652.962,41.8,HFET
305814:6343,952:952,10/28/17 11:53:59,STABLE BEAMS,6500,10951.967,10644.059,41.8,HFET
305814:6343,953:953,10/28/17 11:54:23,STABLE BEAMS,6500,10941.139,10637.640,41.7,HFET
305814:6343,954:954,10/28/17 11:54:46,STABLE BEAMS,6500,10945.650,10636.362,41.7,HFET
305814:6343,955:955,10/28/17 11:55:09,STABLE BEAMS,6500,10939.806,10633.460,41.7,HFET
305814:6343,956:956,10/28/17 11:55:33,STABLE BEAMS,6500,10933.258,10630.365,41.7,HFET
305814:6343,957:957,10/28/17 11:55:56,STABLE BEAMS,6500,10929.749,10625.087,41.7,HFET
305814:6343,958:958,10/28/17 11:56:19,STABLE BEAMS,6500,10923.820,10440.097,41.7,HFET
305814:6343,959:959,10/28/17 11:56:42,STABLE BEAMS,6500,10902.420,10574.010,41.6,HFET
305814:6343,960:960,10/28/17 11:57:06,STABLE BEAMS,6500,10895.997,10566.924,41.6,HFET
305814:6343,961:961,10/28/17 11:57:29,STABLE BEAMS,6500,10891.990,10565.443,41.5,HFET
305814:6343,962:962,10/28/17 11:57:52,STABLE BEAMS,6500,10885.441,10560.851,41.5,HFET
305814:6343,963:963,10/28/17 11:58:16,STABLE BEAMS,6500,10880.534,10554.011,41.5,HFET
305814:6343,964:964,10/28/17 11:58:39,STABLE BEAMS,6500,10874.676,10553.183,41.5,HFET
305814:6343,965:965,10/28/17 11:59:02,STABLE BEAMS,6500,10869.446,10568.686,41.5,HFET
305814:6343,966:966,10/28/17 11:59:26,STABLE BEAMS,6500,10865.088,10553.225,41.4,HFET
305814:6343,967:967,10/28/17 11:59:49,STABLE BEAMS,6500,10858.528,10562.304,41.4,HFET
305814:6343,968:968,10/28/17 12:00:12,STABLE BEAMS,6500,10850.058,10558.063,41.4,HFET
305814:6343,969:969,10/28/17 12:00:36,STABLE BEAMS,6500,10840.360,10549.033,41.3,HFET
305814:6343,970:970,10/28/17 12:00:59,STABLE BEAMS,6500,10833.655,10541.691,41.3,HFET
305814:6343,971:971,10/28/17 12:01:22,STABLE BEAMS,6500,10828.618,10538.317,41.3,HFET
305814:6343,972:972,10/28/17 12:01:46,STABLE BEAMS,6500,10810.565,10521.043,41.3,HFET
305814:6343,973:973,10/28/17 12:02:09,STABLE BEAMS,6500,10821.285,10533.125,41.3,HFET
305814:6343,974:974,10/28/17 12:02:32,STABLE BEAMS,6500,10815.172,10512.364,41.2,HFET
305814:6343,975:975,10/28/17 12:02:55,STABLE BEAMS,6500,10813.662,10349.673,41.2,HFET
305814:6343,976:976,10/28/17 12:03:19,STABLE BEAMS,6500,10800.154,10472.541,41.2,HFET
305814:6343,977:977,10/28/17 12:03:42,STABLE BEAMS,6500,10790.923,10478.817,41.1,HFET
305814:6343,978:978,10/28/17 12:04:05,STABLE BEAMS,6500,10784.897,10472.264,41.1,HFET
305814:6343,979:979,10/28/17 12:04:29,STABLE BEAMS,6500,10778.287,10465.041,41.1,HFET
305814:6343,980:980,10/28/17 12:04:52,STABLE BEAMS,6500,10774.474,10458.931,41.1,HFET
305814:6343,981:981,10/28/17 12:05:15,STABLE BEAMS,6500,10762.143,10453.029,41.1,HFET
305814:6343,982:982,10/28/17 12:05:39,STABLE BEAMS,6500,10755.288,10444.848,41.0,HFET
305814:6343,983:983,10/28/17 12:06:02,STABLE BEAMS,6500,10754.396,10446.385,41.0,HFET
305814:6343,984:984,10/28/17 12:06:25,STABLE BEAMS,6500,10749.361,10442.269,41.0,HFET
305814:6343,985:985,10/28/17 12:06:49,STABLE BEAMS,6500,10740.810,10286.090,41.0,HFET
305814:6343,986:986,10/28/17 12:07:12,STABLE BEAMS,6500,10736.317,10451.463,40.9,HFET
305814:6343,987:987,10/28/17 12:07:35,STABLE BEAMS,6500,10739.692,10436.051,41.0,HFET
305814:6343,988:988,10/28/17 12:07:59,STABLE BEAMS,6500,10729.718,10423.030,40.9,HFET
305814:6343,989:989,10/28/17 12:08:22,STABLE BEAMS,6500,10727.300,10428.069,40.9,HFET
305814:6343,990:990,10/28/17 12:08:45,STABLE BEAMS,6500,10726.539,10424.641,40.9,HFET
305814:6343,991:991,10/28/17 12:09:08,STABLE BEAMS,6500,10718.742,10418.585,40.9,HFET
305814:6343,992:992,10/28/17 12:09:32,STABLE BEAMS,6500,10701.961,10401.194,40.8,HFET
305814:6343,993:993,10/28/17 12:09:55,STABLE BEAMS,6500,10696.355,10398.262,40.8,HFET
305814:6343,994:994,10/28/17 12:10:18,STABLE BEAMS,6500,10689.956,10392.979,40.8,HFET
305814:6343,995:995,10/28/17 12:10:42,STABLE BEAMS,6500,10684.972,10239.375,40.7,HFET
305814:6343,996:996,10/28/17 12:11:05,STABLE BEAMS,6500,10679.787,10382.077,40.7,HFET
305814:6343,997:997,10/28/17 12:11:28,STABLE BEAMS,6500,10674.162,10376.236,40.7,HFET
305814:6343,998:998,10/28/17 12:11:52,STABLE BEAMS,6500,10667.930,10372.799,40.7,HFET
305814:6343,999:999,10/28/17 12:12:15,STABLE BEAMS,6500,10659.074,10345.971,40.6,HFET
305814:6343,1000:1000,10/28/17 12:12:38,STABLE BEAMS,6500,10655.779,10357.497,40.6,HFET
305814:6343,1001:1001,10/28/17 12:13:02,STABLE BEAMS,6500,10634.827,10338.307,40.6,HFET
305814:6343,1002:1002,10/28/17 12:13:25,STABLE BEAMS,6500,10647.525,10347.502,40.6,HFET
305814:6343,1003:1003,10/28/17 12:13:48,STABLE BEAMS,6500,10639.620,10345.608,40.6,HFET
305814:6343,1004:1004,10/28/17 12:14:11,STABLE BEAMS,6500,10635.895,10340.633,40.6,HFET
305814:6343,1005:1005,10/28/17 12:14:35,STABLE BEAMS,6500,10630.033,10335.244,40.6,HFET
305814:6343,1006:1006,10/28/17 12:14:58,STABLE BEAMS,6500,10610.545,10321.535,40.4,HFET
305814:6343,1007:1007,10/28/17 12:15:21,STABLE BEAMS,6500,10608.176,10338.202,40.4,HFET
305814:6343,1008:1008,10/28/17 12:15:45,STABLE BEAMS,6500,10600.887,10330.074,40.4,HFET
305814:6343,1009:1009,10/28/17 12:16:08,STABLE BEAMS,6500,10593.383,10177.067,40.4,HFET
305814:6343,1010:1010,10/28/17 12:16:31,STABLE BEAMS,6500,10588.685,10173.647,40.4,HFET
305814:6343,1011:1011,10/28/17 12:16:55,STABLE BEAMS,6500,10583.738,10168.574,40.3,HFET
305814:6343,1012:1012,10/28/17 12:17:18,STABLE BEAMS,6500,10577.560,10311.265,40.3,HFET
305814:6343,1013:1013,10/28/17 12:17:41,STABLE BEAMS,6500,10567.408,10301.257,40.3,HFET
305814:6343,1014:1014,10/28/17 12:18:05,STABLE BEAMS,6500,10557.776,10293.294,40.2,HFET
305814:6343,1015:1015,10/28/17 12:18:28,STABLE BEAMS,6500,10556.422,10291.001,40.2,HFET
305814:6343,1016:1016,10/28/17 12:18:51,STABLE BEAMS,6500,10555.384,10281.348,40.2,HFET
305814:6343,1017:1017,10/28/17 12:19:15,STABLE BEAMS,6500,10552.857,10270.121,40.2,HFET
305814:6343,1018:1018,10/28/17 12:19:38,STABLE BEAMS,6500,10548.991,10267.763,40.2,HFET
305814:6343,1019:1019,10/28/17 12:20:01,STABLE BEAMS,6500,10541.701,10259.942,40.2,HFET
305814:6343,1020:1020,10/28/17 12:20:24,STABLE BEAMS,6500,10526.043,10098.489,40.1,HFET
305814:6343,1021:1021,10/28/17 12:20:48,STABLE BEAMS,6500,10523.785,10244.266,40.1,HFET
305814:6343,1022:1022,10/28/17 12:21:11,STABLE BEAMS,6500,10516.161,10236.976,40.1,HFET
305814:6343,1023:1023,10/28/17 12:21:34,STABLE BEAMS,6500,10510.919,10234.229,40.1,HFET
305814:6343,1024:1024,10/28/17 12:21:58,STABLE BEAMS,6500,10503.858,10225.293,40.1,HFET
305814:6343,1025:1025,10/28/17 12:22:21,STABLE BEAMS,6500,10494.174,10069.869,40.0,HFET
305814:6343,1026:1026,10/28/17 12:22:44,STABLE BEAMS,6500,10492.450,10214.213,40.0,HFET
305814:6343,1027:1027,10/28/17 12:23:08,STABLE BEAMS,6500,10484.313,10192.527,40.0,HFET
305814:6343,1028:1028,10/28/17 12:23:31,STABLE BEAMS,6500,10476.890,10213.557,40.0,HFET
305814:6343,1029:1029,10/28/17 12:23:54,STABLE BEAMS,6500,10471.914,10103.103,39.9,HFET
305814:6343,1030:1030,10/28/17 12:24:18,STABLE BEAMS,6500,10464.219,10053.906,39.9,HFET
305814:6343,1031:1031,10/28/17 12:24:41,STABLE BEAMS,6500,10460.598,10116.972,39.9,HFET
305814:6343,1032:1032,10/28/17 12:25:04,STABLE BEAMS,6500,10458.434,10113.103,39.9,HFET
305814:6343,1033:1033,10/28/17 12:25:27,STABLE BEAMS,6500,10451.170,10109.148,39.9,HFET
305814:6343,1034:1034,10/28/17 12:25:51,STABLE BEAMS,6500,10441.962,10084.220,39.8,HFET
305814:6343,1035:1035,10/28/17 12:26:14,STABLE BEAMS,6500,10435.179,10099.655,39.8,HFET
305814:6343,1036:1036,10/28/17 12:26:37,STABLE BEAMS,6500,10409.251,9642.343,39.8,HFET
305814:6343,1037:1037,10/28/17 12:27:01,STABLE BEAMS,6500,10426.388,7309.822,39.7,HFET
305814:6343,1038:1038,10/28/17 12:27:24,STABLE BEAMS,6500,10426.502,8678.182,39.8,HFET
305814:6343,1039:1039,10/28/17 12:27:47,STABLE BEAMS,6500,10426.529,10090.537,39.8,HFET
305814:6343,1040:1040,10/28/17 12:28:11,STABLE BEAMS,6500,10403.137,10071.961,39.7,HFET
305814:6343,1041:1041,10/28/17 12:28:34,STABLE BEAMS,6500,10406.438,10078.761,39.7,HFET
305814:6343,1042:1042,10/28/17 12:28:57,STABLE BEAMS,6500,10393.602,10064.145,39.6,HFET
305814:6343,1043:1043,10/28/17 12:29:21,STABLE BEAMS,6500,10370.012,10064.348,39.6,HFET
305814:6343,1044:1044,10/28/17 12:29:44,STABLE BEAMS,6500,10357.874,10063.502,39.5,HFET
305814:6343,1045:1045,10/28/17 12:30:07,STABLE BEAMS,6500,10362.525,10067.812,39.5,HFET
305814:6343,1046:1046,10/28/17 12:30:31,STABLE BEAMS,6500,10364.647,10068.903,39.5,HFET
305814:6343,1047:1047,10/28/17 12:30:54,STABLE BEAMS,6500,10355.948,9764.627,39.5,HFET
305814:6343,1048:1048,10/28/17 12:31:17,STABLE BEAMS,6500,10348.281,10050.470,39.5,HFET
305814:6343,1049:1049,10/28/17 12:31:40,STABLE BEAMS,6500,10346.463,10049.478,39.4,HFET
305814:6343,1050:1050,10/28/17 12:32:04,STABLE BEAMS,6500,10343.626,10050.559,39.4,HFET
305814:6343,1051:1051,10/28/17 12:32:27,STABLE BEAMS,6500,10331.255,10038.020,39.4,HFET
305814:6343,1052:1052,10/28/17 12:32:50,STABLE BEAMS,6500,10326.942,10020.770,39.4,HFET
305814:6343,1053:1053,10/28/17 12:33:14,STABLE BEAMS,6500,10318.676,10027.018,39.4,HFET
305814:6343,1054:1054,10/28/17 12:33:37,STABLE BEAMS,6500,10312.311,10037.182,39.3,HFET
305814:6343,1055:1055,10/28/17 12:34:00,STABLE BEAMS,6500,10310.765,10023.753,39.3,HFET
305814:6343,1056:1056,10/28/17 12:34:24,STABLE BEAMS,6500,10301.344,10031.336,39.3,HFET
305814:6343,1057:1057,10/28/17 12:34:47,STABLE BEAMS,6500,10293.131,10023.818,39.3,HFET
305814:6343,1058:1058,10/28/17 12:35:10,STABLE BEAMS,6500,10289.720,10020.384,39.2,HFET
305814:6343,1059:1059,10/28/17 12:35:34,STABLE BEAMS,6500,10285.101,10017.668,39.2,HFET
305814:6343,1060:1060,10/28/17 12:35:57,STABLE BEAMS,6500,10274.524,10008.348,39.2,HFET
305814:6343,1061:1061,10/28/17 12:36:20,STABLE BEAMS,6500,10269.455,9999.999,39.2,HFET
305814:6343,1062:1062,10/28/17 12:36:44,STABLE BEAMS,6500,10262.627,9994.652,39.1,HFET
305814:6343,1063:1063,10/28/17 12:37:07,STABLE BEAMS,6500,10257.425,9987.794,39.1,HFET
305814:6343,1064:1064,10/28/17 12:37:30,STABLE BEAMS,6500,10257.243,9846.365,39.1,HFET
305814:6343,1065:1065,10/28/17 12:37:53,STABLE BEAMS,6500,10255.381,9988.505,39.1,HFET
305814:6343,1066:1066,10/28/17 12:38:17,STABLE BEAMS,6500,10241.163,9974.813,39.1,HFET
305814:6343,1067:1067,10/28/17 12:38:40,STABLE BEAMS,6500,10242.956,9976.370,39.0,HFET
305814:6343,1068:1068,10/28/17 12:39:03,STABLE BEAMS,6500,10230.755,9959.370,39.1,HFET
305814:6343,1069:1069,10/28/17 12:39:27,STABLE BEAMS,6500,10195.569,9928.587,38.9,HFET
305814:6343,1070:1070,10/28/17 12:39:50,STABLE BEAMS,6500,10228.850,9954.171,38.9,HFET
305814:6343,1071:1071,10/28/17 12:40:13,STABLE BEAMS,6500,10213.177,9911.451,39.0,HFET
305814:6343,1072:1072,10/28/17 12:40:37,STABLE BEAMS,6500,10203.466,9936.585,38.9,HFET
305814:6343,1073:1073,10/28/17 12:41:00,STABLE BEAMS,6500,10203.199,9795.653,38.9,HFET
305814:6343,1074:1074,10/28/17 12:41:23,STABLE BEAMS,6500,10359.214,10072.758,38.9,HFET
305814:6343,1075:1075,10/28/17 12:41:47,STABLE BEAMS,6500,10500.458,10170.264,40.1,HFET
305814:6343,1076:1076,10/28/17 12:42:11,STABLE BEAMS,6500,10258.406,9916.888,40.5,PLTZERO
305814:6343,1077:1077,10/28/17 12:42:33,STABLE BEAMS,6500,10212.784,9888.785,39.0,HFET
305814:6343,1078:1078,10/28/17 12:42:56,STABLE BEAMS,6500,10210.936,9890.299,38.9,HFET
305814:6343,1079:1079,10/28/17 12:43:20,STABLE BEAMS,6500,10201.359,9882.262,38.9,HFET
305814:6343,1080:1080,10/28/17 12:43:43,STABLE BEAMS,6500,9723.419,9449.436,38.9,HFET
305814:6343,1081:1081,10/28/17 12:44:06,STABLE BEAMS,6500,10219.625,9927.082,36.8,HFET
305814:6343,1082:1082,10/28/17 12:44:30,STABLE BEAMS,6500,10094.906,9835.070,38.2,HFET
305814:6343,1083:1083,10/28/17 12:44:53,STABLE BEAMS,6500,10014.330,9758.450,36.3,HFET
305814:6343,1084:1084,10/28/17 12:45:16,STABLE BEAMS,6500,10095.589,9835.211,36.7,HFET
305814:6343,1085:1085,10/28/17 12:45:40,STABLE BEAMS,6500,10424.016,9981.177,39.7,HFET
305814:6343,1086:1086,10/28/17 12:46:03,STABLE BEAMS,6500,10418.546,9979.156,39.8,HFET
305814:6343,1087:1087,10/28/17 12:46:26,STABLE BEAMS,6500,10404.339,10121.661,39.6,HFET
305814:6343,1088:1088,10/28/17 12:46:50,STABLE BEAMS,6500,10395.135,10113.537,39.7,HFET
305814:6343,1089:1089,10/28/17 12:47:13,STABLE BEAMS,6500,10388.430,9963.952,39.6,HFET
305814:6343,1090:1090,10/28/17 12:47:36,STABLE BEAMS,6500,10361.442,9941.240,39.6,HFET
305814:6343,1091:1091,10/28/17 12:48:00,STABLE BEAMS,6500,10361.044,10070.185,39.4,HFET
305814:6343,1092:1092,10/28/17 12:48:23,STABLE BEAMS,6500,10364.415,10060.893,39.6,HFET
305814:6343,1093:1093,10/28/17 12:48:46,STABLE BEAMS,6500,10354.128,10054.465,39.4,HFET
305814:6343,1094:1094,10/28/17 12:49:09,STABLE BEAMS,6500,10371.793,9924.321,39.5,HFET
