#Data tag : v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
297179:5848,40:40,06/20/17 07:24:47,STABLE BEAMS,6500,4871.464,4812.710,20.1,PLTZERO
297179:5848,41:41,06/20/17 07:25:10,STABLE BEAMS,6500,4868.664,4744.563,20.1,PLTZERO
297179:5848,42:42,06/20/17 07:25:34,STABLE BEAMS,6500,4868.581,4803.148,20.0,PLTZERO
297179:5848,43:43,06/20/17 07:25:57,STABLE BEAMS,6500,4869.486,4813.052,20.0,PLTZERO
297179:5848,44:44,06/20/17 07:26:20,STABLE BEAMS,6500,4865.905,4813.867,20.0,PLTZERO
297179:5848,45:45,06/20/17 07:26:44,STABLE BEAMS,6500,4865.188,4813.407,20.0,PLTZERO
297179:5848,46:46,06/20/17 07:27:07,STABLE BEAMS,6500,4863.439,4739.826,20.0,PLTZERO
297179:5848,47:47,06/20/17 07:27:30,STABLE BEAMS,6500,4860.627,4803.138,20.0,PLTZERO
297179:5848,48:48,06/20/17 07:27:54,STABLE BEAMS,6500,4858.301,4805.173,20.0,PLTZERO
297179:5848,49:49,06/20/17 07:28:17,STABLE BEAMS,6500,4857.656,2652.513,20.0,PLTZERO
297179:5848,50:50,06/20/17 07:28:40,STABLE BEAMS,6500,4855.743,4336.014,20.0,PLTZERO
297179:5848,51:51,06/20/17 07:29:03,STABLE BEAMS,6500,4854.236,4794.789,20.0,PLTZERO
297179:5848,52:52,06/20/17 07:29:27,STABLE BEAMS,6500,4852.606,4796.604,20.0,PLTZERO
297179:5848,53:53,06/20/17 07:29:50,STABLE BEAMS,6500,4852.071,4799.247,20.0,PLTZERO
297179:5848,54:54,06/20/17 07:30:13,STABLE BEAMS,6500,4849.850,4800.584,20.0,PLTZERO
297179:5848,55:55,06/20/17 07:30:37,STABLE BEAMS,6500,4846.542,4797.323,20.0,PLTZERO
297179:5848,56:56,06/20/17 07:31:00,STABLE BEAMS,6500,4845.038,4788.019,19.9,PLTZERO
297179:5848,57:57,06/20/17 07:31:23,STABLE BEAMS,6500,4844.025,4791.500,19.9,PLTZERO
297179:5848,58:58,06/20/17 07:31:47,STABLE BEAMS,6500,4842.389,4795.525,19.9,PLTZERO
297179:5848,59:59,06/20/17 07:32:10,STABLE BEAMS,6500,4840.436,4735.423,19.9,PLTZERO
297179:5848,60:60,06/20/17 07:32:33,STABLE BEAMS,6500,4834.257,4781.977,19.9,PLTZERO
297179:5848,61:61,06/20/17 07:32:57,STABLE BEAMS,6500,4835.759,4787.754,19.9,PLTZERO
297179:5848,62:62,06/20/17 07:33:20,STABLE BEAMS,6500,4836.466,4785.100,19.9,PLTZERO
297179:5848,63:63,06/20/17 07:33:43,STABLE BEAMS,6500,4832.497,4780.186,19.9,PLTZERO
297179:5848,64:64,06/20/17 07:34:07,STABLE BEAMS,6500,4830.455,4781.416,19.9,PLTZERO
297179:5848,65:65,06/20/17 07:34:30,STABLE BEAMS,6500,4829.364,4711.226,19.9,PLTZERO
297179:5848,66:66,06/20/17 07:34:53,STABLE BEAMS,6500,4826.361,4760.771,19.9,PLTZERO
297179:5848,67:67,06/20/17 07:35:16,STABLE BEAMS,6500,4821.348,4772.526,19.9,PLTZERO
297179:5848,68:68,06/20/17 07:35:40,STABLE BEAMS,6500,4822.381,4713.175,19.8,PLTZERO
297179:5848,69:69,06/20/17 07:36:03,STABLE BEAMS,6500,4821.141,4705.888,19.9,PLTZERO
297179:5848,70:70,06/20/17 07:36:26,STABLE BEAMS,6500,4822.106,4773.198,19.8,PLTZERO
297179:5848,71:71,06/20/17 07:36:50,STABLE BEAMS,6500,4817.343,4766.147,19.8,PLTZERO
297179:5848,72:72,06/20/17 07:37:13,STABLE BEAMS,6500,4816.209,4767.420,19.8,PLTZERO
297179:5848,73:73,06/20/17 07:37:36,STABLE BEAMS,6500,4813.358,4764.649,19.8,PLTZERO
297179:5848,74:74,06/20/17 07:38:00,STABLE BEAMS,6500,4812.258,4758.038,19.8,PLTZERO
297179:5848,75:75,06/20/17 07:38:23,STABLE BEAMS,6500,4809.310,4759.464,19.8,PLTZERO
297179:5848,76:76,06/20/17 07:38:46,STABLE BEAMS,6500,4807.371,4760.864,19.8,PLTZERO
297179:5848,77:77,06/20/17 07:39:10,STABLE BEAMS,6500,4810.569,4758.456,19.8,PLTZERO
297179:5848,78:78,06/20/17 07:39:33,STABLE BEAMS,6500,4807.805,4642.175,19.8,PLTZERO
297179:5848,79:79,06/20/17 07:39:56,STABLE BEAMS,6500,4805.433,4753.430,19.8,PLTZERO
297179:5848,80:80,06/20/17 07:40:20,STABLE BEAMS,6500,4803.534,4756.037,19.8,PLTZERO
297179:5848,81:81,06/20/17 07:40:43,STABLE BEAMS,6500,4802.461,4645.774,19.8,PLTZERO
297179:5848,82:82,06/20/17 07:41:06,STABLE BEAMS,6500,4797.715,4746.749,19.8,PLTZERO
297179:5848,83:83,06/20/17 07:41:29,STABLE BEAMS,6500,4801.173,4749.077,19.8,PLTZERO
297179:5848,84:84,06/20/17 07:41:53,STABLE BEAMS,6500,4798.118,4751.641,19.7,PLTZERO
297179:5848,85:85,06/20/17 07:42:16,STABLE BEAMS,6500,4798.077,4751.581,19.8,PLTZERO
297179:5848,86:86,06/20/17 07:42:39,STABLE BEAMS,6500,4793.523,4742.839,19.7,PLTZERO
297179:5848,87:87,06/20/17 07:43:03,STABLE BEAMS,6500,4791.902,4745.702,19.7,PLTZERO
297179:5848,88:88,06/20/17 07:43:26,STABLE BEAMS,6500,4791.084,4742.812,19.7,PLTZERO
297179:5848,89:89,06/20/17 07:43:49,STABLE BEAMS,6500,4785.695,4737.386,19.7,PLTZERO
297179:5848,90:90,06/20/17 07:44:13,STABLE BEAMS,6500,4785.521,4735.005,19.7,PLTZERO
297179:5848,91:91,06/20/17 07:44:36,STABLE BEAMS,6500,4785.821,4739.748,19.7,PLTZERO
297179:5848,92:92,06/20/17 07:44:59,STABLE BEAMS,6500,4784.953,4253.682,19.7,PLTZERO
297179:5848,93:93,06/20/17 07:45:23,STABLE BEAMS,6500,4781.128,0.000,19.7,PLTZERO
297179:5848,94:0,06/20/17 07:45:46,STABLE BEAMS,6500,4778.994,0.000,19.7,PLTZERO
297179:5848,95:0,06/20/17 07:46:09,STABLE BEAMS,6500,4775.253,0.000,19.7,PLTZERO
297179:5848,96:0,06/20/17 07:46:32,STABLE BEAMS,6500,4775.725,0.000,19.6,PLTZERO
297179:5848,97:0,06/20/17 07:46:56,STABLE BEAMS,6500,4774.640,0.000,19.7,PLTZERO
297179:5848,98:0,06/20/17 07:47:19,STABLE BEAMS,6500,4774.737,0.000,19.6,PLTZERO
297179:5848,99:0,06/20/17 07:47:42,STABLE BEAMS,6500,4770.595,0.000,19.7,PLTZERO
297179:5848,100:0,06/20/17 07:48:06,STABLE BEAMS,6500,4766.741,0.000,19.6,PLTZERO
297179:5848,101:0,06/20/17 07:48:29,STABLE BEAMS,6500,4766.182,0.000,19.6,PLTZERO
297179:5848,102:0,06/20/17 07:48:52,STABLE BEAMS,6500,4766.475,0.000,19.6,PLTZERO
297179:5848,103:0,06/20/17 07:49:16,STABLE BEAMS,6500,4760.370,0.000,19.6,PLTZERO
297179:5848,104:0,06/20/17 07:49:39,STABLE BEAMS,6500,4766.112,0.000,19.6,PLTZERO
#Summary:
#nfill,nrun,nls,ncms,totdelivered(hz/ub),totrecorded(hz/ub)
#1,1,104,93,503849.991,417705.035
