#Data tag : v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
306777:6396,1512:1512,11/18/17 07:35:23,STABLE BEAMS,2510,3744.371,3641.048,0.7,PLTZERO
306777:6396,1513:1513,11/18/17 07:35:46,STABLE BEAMS,2510,3744.512,3640.207,0.7,PLTZERO
306777:6396,1514:1514,11/18/17 07:36:09,STABLE BEAMS,2510,3745.304,3638.926,0.7,PLTZERO
306777:6396,1515:1515,11/18/17 07:36:33,STABLE BEAMS,2510,3744.777,3639.072,0.7,PLTZERO
306777:6396,1516:1516,11/18/17 07:36:56,STABLE BEAMS,2510,3744.423,3638.860,0.7,PLTZERO
306777:6396,1517:1517,11/18/17 07:37:19,STABLE BEAMS,2510,3742.526,3635.717,0.7,PLTZERO
306777:6396,1518:1518,11/18/17 07:37:43,STABLE BEAMS,2510,3739.810,3633.058,0.7,PLTZERO
306777:6396,1519:1519,11/18/17 07:38:06,STABLE BEAMS,2510,3740.224,3634.264,0.7,PLTZERO
306777:6396,1520:1520,11/18/17 07:38:29,STABLE BEAMS,2510,3740.601,3633.772,0.7,PLTZERO
306777:6396,1521:1521,11/18/17 07:38:52,STABLE BEAMS,2510,3740.240,3633.521,0.7,PLTZERO
306777:6396,1522:1522,11/18/17 07:39:16,STABLE BEAMS,2510,3737.101,3631.186,0.7,PLTZERO
306777:6396,1523:1523,11/18/17 07:39:39,STABLE BEAMS,2510,3734.979,3628.009,0.7,PLTZERO
306777:6396,1524:1524,11/18/17 07:40:02,STABLE BEAMS,2510,3734.847,3628.522,0.7,PLTZERO
306777:6396,1525:1525,11/18/17 07:40:26,STABLE BEAMS,2510,3734.695,3628.445,0.7,PLTZERO
306777:6396,1526:1526,11/18/17 07:40:49,STABLE BEAMS,2510,3737.494,3631.064,0.7,PLTZERO
306777:6396,1527:1527,11/18/17 07:41:12,STABLE BEAMS,2510,3736.449,3631.151,0.7,PLTZERO
306777:6396,1528:1528,11/18/17 07:41:36,STABLE BEAMS,2510,3732.571,3627.310,0.7,PLTZERO
306777:6396,1529:1529,11/18/17 07:41:59,STABLE BEAMS,2510,3731.613,3625.182,0.7,PLTZERO
306777:6396,1530:1530,11/18/17 07:42:22,STABLE BEAMS,2510,3733.527,3627.105,0.7,PLTZERO
306777:6396,1531:1531,11/18/17 07:42:46,STABLE BEAMS,2510,3732.280,3626.483,0.7,PLTZERO
306777:6396,1532:1532,11/18/17 07:43:09,STABLE BEAMS,2510,3731.797,3626.333,0.7,PLTZERO
306777:6396,1533:1533,11/18/17 07:43:32,STABLE BEAMS,2510,3729.018,3622.736,0.7,PLTZERO
306777:6396,1534:1534,11/18/17 07:43:55,STABLE BEAMS,2510,3730.941,3625.061,0.7,PLTZERO
306777:6396,1535:1535,11/18/17 07:44:19,STABLE BEAMS,2510,3728.865,3622.682,0.7,PLTZERO
306777:6396,1536:1536,11/18/17 07:44:42,STABLE BEAMS,2510,3728.464,3624.844,0.7,PLTZERO
306777:6396,1537:1537,11/18/17 07:45:05,STABLE BEAMS,2510,3726.171,3623.831,0.7,PLTZERO
306777:6396,1538:1538,11/18/17 07:45:29,STABLE BEAMS,2510,3728.126,3625.927,0.7,PLTZERO
306777:6396,1539:1539,11/18/17 07:45:52,STABLE BEAMS,2510,3725.749,3622.993,0.7,PLTZERO
306777:6396,1540:1540,11/18/17 07:46:15,STABLE BEAMS,2510,3725.551,3623.777,0.7,PLTZERO
306777:6396,1541:1541,11/18/17 07:46:39,STABLE BEAMS,2510,3725.791,3623.688,0.7,PLTZERO
306777:6396,1542:1542,11/18/17 07:47:02,STABLE BEAMS,2510,3723.463,3621.256,0.7,PLTZERO
306777:6396,1543:1543,11/18/17 07:47:25,STABLE BEAMS,2510,3725.185,3623.054,0.7,PLTZERO
306777:6396,1544:1544,11/18/17 07:47:49,STABLE BEAMS,2510,3724.915,3623.013,0.7,PLTZERO
306777:6396,1545:1545,11/18/17 07:48:12,STABLE BEAMS,2510,3723.320,3620.646,0.7,PLTZERO
306777:6396,1546:1546,11/18/17 07:48:35,STABLE BEAMS,2510,3721.452,3616.219,0.7,PLTZERO
306777:6396,1547:1547,11/18/17 07:48:59,STABLE BEAMS,2510,3721.747,3563.888,0.7,PLTZERO
306777:6396,1548:1548,11/18/17 07:49:22,STABLE BEAMS,2510,3721.699,3616.418,0.7,PLTZERO
306777:6396,1549:1549,11/18/17 07:49:45,STABLE BEAMS,2510,3716.458,3611.142,0.7,PLTZERO
306777:6396,1550:1550,11/18/17 07:50:08,STABLE BEAMS,2510,3717.754,3612.898,0.7,PLTZERO
306777:6396,1551:1551,11/18/17 07:50:32,STABLE BEAMS,2510,3717.401,3612.004,0.7,PLTZERO
306777:6396,1552:1552,11/18/17 07:50:55,STABLE BEAMS,2510,3713.952,3608.520,0.7,PLTZERO
306777:6396,1553:1553,11/18/17 07:51:18,STABLE BEAMS,2510,3719.361,3614.110,0.7,PLTZERO
306777:6396,1554:1554,11/18/17 07:51:42,STABLE BEAMS,2510,3717.026,3612.560,0.7,PLTZERO
306777:6396,1555:1555,11/18/17 07:52:05,STABLE BEAMS,2510,3714.520,3608.913,0.7,PLTZERO
306777:6396,1556:1556,11/18/17 07:52:28,STABLE BEAMS,2510,3714.220,3604.303,0.7,PLTZERO
306777:6396,1557:1557,11/18/17 07:52:52,STABLE BEAMS,2510,3713.989,3610.634,0.7,PLTZERO
306777:6396,1558:1558,11/18/17 07:53:15,STABLE BEAMS,2510,3714.983,3611.069,0.7,PLTZERO
306777:6396,1559:1559,11/18/17 07:53:38,STABLE BEAMS,2510,3712.704,3607.973,0.7,PLTZERO
306777:6396,1560:1560,11/18/17 07:54:02,STABLE BEAMS,2510,3712.512,3607.370,0.7,PLTZERO
306777:6396,1561:1561,11/18/17 07:54:25,STABLE BEAMS,2510,3714.431,3608.753,0.7,PLTZERO
306777:6396,1562:1562,11/18/17 07:54:48,STABLE BEAMS,2510,3711.176,3605.858,0.7,PLTZERO
306777:6396,1563:1563,11/18/17 07:55:11,STABLE BEAMS,2510,3710.711,3605.896,0.7,PLTZERO
306777:6396,1564:1564,11/18/17 07:55:35,STABLE BEAMS,2510,3709.496,3604.633,0.7,PLTZERO
306777:6396,1565:1565,11/18/17 07:55:58,STABLE BEAMS,2510,3706.713,3601.933,0.7,PLTZERO
306777:6396,1566:1566,11/18/17 07:56:21,STABLE BEAMS,2510,3707.045,3601.910,0.7,PLTZERO
306777:6396,1567:1567,11/18/17 07:56:45,STABLE BEAMS,2510,3707.743,3602.887,0.7,PLTZERO
306777:6396,1568:1568,11/18/17 07:57:08,STABLE BEAMS,2510,3706.097,3601.438,0.7,PLTZERO
306777:6396,1569:1569,11/18/17 07:57:31,STABLE BEAMS,2510,3706.447,3602.055,0.7,PLTZERO
306777:6396,1570:1570,11/18/17 07:57:55,STABLE BEAMS,2510,3706.157,3601.713,0.7,PLTZERO
306777:6396,1571:1571,11/18/17 07:58:18,STABLE BEAMS,2510,3701.017,3596.704,0.7,PLTZERO
306777:6396,1572:1572,11/18/17 07:58:41,STABLE BEAMS,2510,3702.546,3597.961,0.7,PLTZERO
306777:6396,1573:1573,11/18/17 07:59:05,STABLE BEAMS,2510,3700.738,3596.359,0.7,PLTZERO
306777:6396,1574:1574,11/18/17 07:59:28,STABLE BEAMS,2510,3702.897,3598.407,0.7,PLTZERO
306777:6396,1575:1575,11/18/17 07:59:51,STABLE BEAMS,2510,3701.388,3596.734,0.7,PLTZERO
306777:6396,1576:1576,11/18/17 08:00:15,STABLE BEAMS,2510,3699.424,3594.914,0.7,PLTZERO
306777:6396,1577:1577,11/18/17 08:00:38,STABLE BEAMS,2510,3701.059,3591.074,0.7,PLTZERO
306777:6396,1578:1578,11/18/17 08:01:01,STABLE BEAMS,2510,3699.671,3597.890,0.7,PLTZERO
306777:6396,1579:1579,11/18/17 08:01:24,STABLE BEAMS,2510,3698.717,3597.536,0.7,PLTZERO
306777:6396,1580:1580,11/18/17 08:01:48,STABLE BEAMS,2510,3696.822,3595.890,0.7,PLTZERO
306777:6396,1581:1581,11/18/17 08:02:11,STABLE BEAMS,2510,3699.302,3201.918,0.7,PLTZERO
306777:6396,1582:1582,11/18/17 08:02:34,STABLE BEAMS,2510,3697.067,2525.132,0.7,PLTZERO
306777:6396,1583:1583,11/18/17 08:02:58,STABLE BEAMS,2510,3695.557,3594.493,0.7,PLTZERO
306777:6396,1584:1584,11/18/17 08:03:21,STABLE BEAMS,2510,3696.254,3595.600,0.7,PLTZERO
306777:6396,1585:1585,11/18/17 08:03:44,STABLE BEAMS,2510,3694.739,3593.980,0.7,PLTZERO
306777:6396,1586:1586,11/18/17 08:04:08,STABLE BEAMS,2510,3693.157,3592.174,0.7,PLTZERO
306777:6396,1587:1587,11/18/17 08:04:31,STABLE BEAMS,2510,3694.023,3593.278,0.7,PLTZERO
306777:6396,1588:1588,11/18/17 08:04:54,STABLE BEAMS,2510,3691.495,3588.190,0.7,PLTZERO
306777:6396,1589:1589,11/18/17 08:05:18,STABLE BEAMS,2510,3690.361,3586.603,0.7,PLTZERO
306777:6396,1590:1590,11/18/17 08:05:41,STABLE BEAMS,2510,3691.407,3587.044,0.7,PLTZERO
306777:6396,1591:1591,11/18/17 08:06:04,STABLE BEAMS,2510,3691.464,3587.706,0.7,PLTZERO
306777:6396,1592:1592,11/18/17 08:06:28,STABLE BEAMS,2510,3690.987,3581.916,0.7,PLTZERO
306777:6396,1593:1593,11/18/17 08:06:51,STABLE BEAMS,2510,3691.966,3588.284,0.7,PLTZERO
306777:6396,1594:1594,11/18/17 08:07:14,STABLE BEAMS,2510,3688.604,3584.288,0.7,PLTZERO
306777:6396,1595:1595,11/18/17 08:07:37,STABLE BEAMS,2510,3689.130,3584.387,0.7,PLTZERO
306777:6396,1596:1596,11/18/17 08:08:01,STABLE BEAMS,2510,3687.231,3583.771,0.7,PLTZERO
306777:6396,1597:1597,11/18/17 08:08:24,STABLE BEAMS,2510,3688.231,3584.674,0.7,PLTZERO
306777:6396,1598:1598,11/18/17 08:08:47,STABLE BEAMS,2510,3683.357,3580.144,0.7,PLTZERO
306777:6396,1599:1599,11/18/17 08:09:11,STABLE BEAMS,2510,3685.348,3584.545,0.7,PLTZERO
306777:6396,1600:1600,11/18/17 08:09:34,STABLE BEAMS,2510,3683.352,3582.797,0.7,PLTZERO
306777:6396,1601:1601,11/18/17 08:09:57,STABLE BEAMS,2510,3684.562,3584.243,0.7,PLTZERO
306777:6396,1602:1602,11/18/17 08:10:21,STABLE BEAMS,2510,3684.721,3584.224,0.7,PLTZERO
306777:6396,1603:1603,11/18/17 08:10:44,STABLE BEAMS,2510,3683.522,3583.073,0.7,PLTZERO
306777:6396,1604:1604,11/18/17 08:11:07,STABLE BEAMS,2510,3681.310,3529.810,0.7,PLTZERO
306777:6396,1605:1605,11/18/17 08:11:31,STABLE BEAMS,2510,3682.076,3581.609,0.7,PLTZERO
306777:6396,1606:1606,11/18/17 08:11:54,STABLE BEAMS,2510,3680.860,3580.519,0.7,PLTZERO
306777:6396,1607:1607,11/18/17 08:12:17,STABLE BEAMS,2510,3678.458,3527.031,0.7,PLTZERO
306777:6396,1608:1608,11/18/17 08:12:40,STABLE BEAMS,2510,3679.775,3579.838,0.7,PLTZERO
306777:6396,1609:1609,11/18/17 08:13:04,STABLE BEAMS,2510,3679.820,3579.849,0.7,PLTZERO
306777:6396,1610:1610,11/18/17 08:13:27,STABLE BEAMS,2510,3678.581,3578.501,0.7,PLTZERO
306777:6396,1611:1611,11/18/17 08:13:50,STABLE BEAMS,2510,3676.655,3576.677,0.7,PLTZERO
306777:6396,1612:1612,11/18/17 08:14:14,STABLE BEAMS,2510,3674.872,3575.121,0.7,PLTZERO
306777:6396,1613:1613,11/18/17 08:14:37,STABLE BEAMS,2510,3674.163,3573.801,0.7,PLTZERO
306777:6396,1614:1614,11/18/17 08:15:00,STABLE BEAMS,2510,3674.122,3573.681,0.7,PLTZERO
306777:6396,1615:1615,11/18/17 08:15:24,STABLE BEAMS,2510,3674.687,3574.479,0.7,PLTZERO
306777:6396,1616:1616,11/18/17 08:15:47,STABLE BEAMS,2510,3676.890,3576.574,0.7,PLTZERO
306777:6396,1617:1617,11/18/17 08:16:10,STABLE BEAMS,2510,3673.179,3573.455,0.7,PLTZERO
306777:6396,1618:1618,11/18/17 08:16:34,STABLE BEAMS,2510,3673.822,3574.154,0.7,PLTZERO
306777:6396,1619:1619,11/18/17 08:16:57,STABLE BEAMS,2510,3672.318,3572.505,0.7,PLTZERO
306777:6396,1620:1620,11/18/17 08:17:20,STABLE BEAMS,2510,3671.477,3571.735,0.7,PLTZERO
306777:6396,1621:1621,11/18/17 08:17:44,STABLE BEAMS,2510,3668.110,3568.589,0.7,PLTZERO
306777:6396,1622:1622,11/18/17 08:18:07,STABLE BEAMS,2510,3668.370,3568.393,0.7,PLTZERO
306777:6396,1623:1623,11/18/17 08:18:30,STABLE BEAMS,2510,3668.776,3569.505,0.7,PLTZERO
306777:6396,1624:1624,11/18/17 08:18:53,STABLE BEAMS,2510,3669.781,3569.588,0.7,PLTZERO
306777:6396,1625:1625,11/18/17 08:19:17,STABLE BEAMS,2510,3669.019,3518.072,0.7,PLTZERO
306777:6396,1626:1626,11/18/17 08:19:40,STABLE BEAMS,2510,3668.151,3568.237,0.7,PLTZERO
306777:6396,1627:1627,11/18/17 08:20:03,STABLE BEAMS,2510,3668.216,3567.646,0.7,PLTZERO
306777:6396,1628:1628,11/18/17 08:20:27,STABLE BEAMS,2510,3664.822,3564.769,0.7,PLTZERO
306777:6396,1629:1629,11/18/17 08:20:50,STABLE BEAMS,2510,3665.382,3514.967,0.7,PLTZERO
306777:6396,1630:1630,11/18/17 08:21:13,STABLE BEAMS,2510,3664.157,3562.714,0.7,PLTZERO
306777:6396,1631:1631,11/18/17 08:21:37,STABLE BEAMS,2510,3663.695,3561.351,0.7,PLTZERO
306777:6396,1632:1632,11/18/17 08:22:00,STABLE BEAMS,2510,3662.084,3510.908,0.7,PLTZERO
306777:6396,1633:1633,11/18/17 08:22:23,STABLE BEAMS,2510,3662.606,3561.234,0.7,PLTZERO
306777:6396,1634:1634,11/18/17 08:22:47,STABLE BEAMS,2510,3663.121,3560.994,0.7,PLTZERO
306777:6396,1635:1635,11/18/17 08:23:10,STABLE BEAMS,2510,3660.094,3558.064,0.7,PLTZERO
306777:6396,1636:1636,11/18/17 08:23:33,STABLE BEAMS,2510,3658.393,3555.703,0.7,PLTZERO
306777:6396,1637:1637,11/18/17 08:23:57,STABLE BEAMS,2510,3659.025,3556.414,0.7,PLTZERO
306777:6396,1638:1638,11/18/17 08:24:20,STABLE BEAMS,2510,3657.985,3555.857,0.7,PLTZERO
306777:6396,1639:1639,11/18/17 08:24:43,STABLE BEAMS,2510,3656.891,3554.589,0.7,PLTZERO
306777:6396,1640:1640,11/18/17 08:25:06,STABLE BEAMS,2510,3655.961,3553.748,0.7,PLTZERO
306777:6396,1641:1641,11/18/17 08:25:30,STABLE BEAMS,2510,3657.396,3555.415,0.7,PLTZERO
306777:6396,1642:1642,11/18/17 08:25:53,STABLE BEAMS,2510,3656.425,3554.515,0.7,PLTZERO
306777:6396,1643:1643,11/18/17 08:26:16,STABLE BEAMS,2510,3656.077,3553.964,0.7,PLTZERO
306777:6396,1644:1644,11/18/17 08:26:40,STABLE BEAMS,2510,3654.969,3553.578,0.7,PLTZERO
306777:6396,1645:1645,11/18/17 08:27:03,STABLE BEAMS,2510,3656.623,3555.268,0.7,PLTZERO
306777:6396,1646:1646,11/18/17 08:27:26,STABLE BEAMS,2510,3654.390,3552.534,0.7,PLTZERO
306777:6396,1647:1647,11/18/17 08:27:50,STABLE BEAMS,2510,3653.131,3550.997,0.7,PLTZERO
306777:6396,1648:1648,11/18/17 08:28:13,STABLE BEAMS,2510,3655.054,3553.109,0.7,PLTZERO
306777:6396,1649:1649,11/18/17 08:28:36,STABLE BEAMS,2510,3650.725,3549.251,0.7,PLTZERO
306777:6396,1650:1650,11/18/17 08:29:00,STABLE BEAMS,2510,3651.095,3549.611,0.7,PLTZERO
306777:6396,1651:1651,11/18/17 08:29:23,STABLE BEAMS,2510,3652.150,3550.290,0.7,PLTZERO
306777:6396,1652:1652,11/18/17 08:29:46,STABLE BEAMS,2510,3649.907,3548.883,0.7,PLTZERO
306777:6396,1653:1653,11/18/17 08:30:09,STABLE BEAMS,2510,3647.910,3548.902,0.7,PLTZERO
306777:6396,1654:1654,11/18/17 08:30:33,STABLE BEAMS,2510,3649.064,3550.514,0.7,PLTZERO
306777:6396,1655:1655,11/18/17 08:30:56,STABLE BEAMS,2510,3648.241,3549.959,0.7,PLTZERO
306777:6396,1656:1656,11/18/17 08:31:19,STABLE BEAMS,2510,3648.643,3549.796,0.7,PLTZERO
306777:6396,1657:1657,11/18/17 08:31:43,STABLE BEAMS,2510,3648.406,3549.360,0.7,PLTZERO
306777:6396,1658:1658,11/18/17 08:32:06,STABLE BEAMS,2510,3649.723,3545.480,0.7,PLTZERO
306777:6396,1659:1659,11/18/17 08:32:29,STABLE BEAMS,2510,3646.850,3548.300,0.7,PLTZERO
306777:6396,1660:1660,11/18/17 08:32:53,STABLE BEAMS,2510,3644.946,3495.272,0.7,PLTZERO
306777:6396,1661:1661,11/18/17 08:33:16,STABLE BEAMS,2510,3646.233,3547.553,0.7,PLTZERO
306777:6396,1662:1662,11/18/17 08:33:39,STABLE BEAMS,2510,3644.099,3543.694,0.7,PLTZERO
306777:6396,1663:1663,11/18/17 08:34:03,STABLE BEAMS,2510,3642.498,3541.373,0.7,PLTZERO
306777:6396,1664:1664,11/18/17 08:34:26,STABLE BEAMS,2510,3642.689,3535.808,0.7,PLTZERO
306777:6396,1665:1665,11/18/17 08:34:49,STABLE BEAMS,2510,3640.839,3539.135,0.7,PLTZERO
306777:6396,1666:1666,11/18/17 08:35:13,STABLE BEAMS,2510,3641.794,3540.403,0.7,PLTZERO
306777:6396,1667:1667,11/18/17 08:35:36,STABLE BEAMS,2510,3642.323,3541.016,0.7,PLTZERO
306777:6396,1668:1668,11/18/17 08:35:59,STABLE BEAMS,2510,3640.174,3538.730,0.7,PLTZERO
306777:6396,1669:1669,11/18/17 08:36:22,STABLE BEAMS,2510,3641.767,3539.902,0.7,PLTZERO
306777:6396,1670:1670,11/18/17 08:36:46,STABLE BEAMS,2510,3641.081,3539.356,0.7,PLTZERO
306777:6396,1671:1671,11/18/17 08:37:09,STABLE BEAMS,2510,3638.072,3537.747,0.7,PLTZERO
306777:6396,1672:1672,11/18/17 08:37:32,STABLE BEAMS,2510,3638.027,3536.579,0.7,PLTZERO
306777:6396,1673:1673,11/18/17 08:37:56,STABLE BEAMS,2510,3637.408,3535.761,0.7,PLTZERO
306777:6396,1674:1674,11/18/17 08:38:19,STABLE BEAMS,2510,3635.468,3536.958,0.7,PLTZERO
306777:6396,1675:1675,11/18/17 08:38:42,STABLE BEAMS,2510,3637.148,3535.959,0.7,PLTZERO
306777:6396,1676:1676,11/18/17 08:39:06,STABLE BEAMS,2510,3634.213,3533.244,0.7,PLTZERO
306777:6396,1677:1677,11/18/17 08:39:29,STABLE BEAMS,2510,3631.719,3531.240,0.7,PLTZERO
306777:6396,1678:1678,11/18/17 08:39:52,STABLE BEAMS,2510,3631.653,3530.459,0.7,PLTZERO
306777:6396,1679:1679,11/18/17 08:40:16,STABLE BEAMS,2510,3631.170,3530.263,0.7,PLTZERO
306777:6396,1680:1680,11/18/17 08:40:39,STABLE BEAMS,2510,3631.709,3530.506,0.7,PLTZERO
306777:6396,1681:1681,11/18/17 08:41:02,STABLE BEAMS,2510,3627.018,3526.376,0.7,PLTZERO
306777:6396,1682:1682,11/18/17 08:41:26,STABLE BEAMS,2510,3627.091,3526.053,0.7,PLTZERO
306777:6396,1683:1683,11/18/17 08:41:49,STABLE BEAMS,2510,3627.134,3521.421,0.7,PLTZERO
306777:6396,1684:1684,11/18/17 08:42:12,STABLE BEAMS,2510,3626.233,3525.360,0.7,PLTZERO
306777:6396,1685:1685,11/18/17 08:42:35,STABLE BEAMS,2510,3626.649,3525.297,0.7,PLTZERO
306777:6396,1686:1686,11/18/17 08:42:59,STABLE BEAMS,2510,3625.931,3524.799,0.7,PLTZERO
306777:6396,1687:1687,11/18/17 08:43:22,STABLE BEAMS,2510,3625.652,3525.494,0.7,PLTZERO
306777:6396,1688:1688,11/18/17 08:43:45,STABLE BEAMS,2510,3624.131,3523.619,0.7,PLTZERO
306777:6396,1689:1689,11/18/17 08:44:09,STABLE BEAMS,2510,3622.272,3521.712,0.7,PLTZERO
306777:6396,1690:1690,11/18/17 08:44:32,STABLE BEAMS,2510,3620.033,3519.302,0.7,PLTZERO
306777:6396,1691:1691,11/18/17 08:44:55,STABLE BEAMS,2510,3623.326,3523.293,0.7,PLTZERO
306777:6396,1692:1692,11/18/17 08:45:19,STABLE BEAMS,2510,3622.362,3521.764,0.7,PLTZERO
306777:6396,1693:1693,11/18/17 08:45:42,STABLE BEAMS,2510,3620.292,3519.950,0.7,PLTZERO
306777:6396,1694:1694,11/18/17 08:46:05,STABLE BEAMS,2510,3620.538,3520.408,0.7,PLTZERO
306777:6396,1695:1695,11/18/17 08:46:29,STABLE BEAMS,2510,3620.015,3522.354,0.7,PLTZERO
306777:6396,1696:1696,11/18/17 08:46:52,STABLE BEAMS,2510,3617.214,3519.746,0.7,PLTZERO
306777:6396,1697:1697,11/18/17 08:47:15,STABLE BEAMS,2510,3618.074,3520.747,0.7,PLTZERO
306777:6396,1698:1698,11/18/17 08:47:38,STABLE BEAMS,2510,3616.639,3518.890,0.7,PLTZERO
306777:6396,1699:1699,11/18/17 08:48:02,STABLE BEAMS,2510,3615.749,3518.353,0.7,PLTZERO
306777:6396,1700:1700,11/18/17 08:48:25,STABLE BEAMS,2510,3618.194,3520.734,0.7,PLTZERO
306777:6396,1701:1701,11/18/17 08:48:48,STABLE BEAMS,2510,3614.627,3517.282,0.7,PLTZERO
306777:6396,1702:1702,11/18/17 08:49:12,STABLE BEAMS,2510,3615.983,3468.211,0.7,PLTZERO
306777:6396,1703:1703,11/18/17 08:49:35,STABLE BEAMS,2510,3613.485,3516.322,0.7,PLTZERO
306777:6396,1704:1704,11/18/17 08:49:58,STABLE BEAMS,2510,3615.520,3517.024,0.7,PLTZERO
306777:6396,1705:1705,11/18/17 08:50:22,STABLE BEAMS,2510,3615.060,3514.693,0.7,PLTZERO
306777:6396,1706:1706,11/18/17 08:50:45,STABLE BEAMS,2510,3615.418,3465.045,0.7,PLTZERO
306777:6396,1707:1707,11/18/17 08:51:08,STABLE BEAMS,2510,3611.832,3512.357,0.7,PLTZERO
306777:6396,1708:1708,11/18/17 08:51:32,STABLE BEAMS,2510,3609.189,3510.092,0.7,PLTZERO
306777:6396,1709:1709,11/18/17 08:51:55,STABLE BEAMS,2510,3609.754,3510.015,0.7,PLTZERO
306777:6396,1710:1710,11/18/17 08:52:18,STABLE BEAMS,2510,3609.928,3510.230,0.7,PLTZERO
306777:6396,1711:1711,11/18/17 08:52:42,STABLE BEAMS,2510,3610.980,3511.205,0.7,PLTZERO
306777:6396,1712:1712,11/18/17 08:53:05,STABLE BEAMS,2510,3608.551,3508.235,0.7,PLTZERO
306777:6396,1713:1713,11/18/17 08:53:28,STABLE BEAMS,2510,3607.596,3507.944,0.7,PLTZERO
306777:6396,1714:1714,11/18/17 08:53:51,STABLE BEAMS,2510,3608.900,3509.158,0.7,PLTZERO
306777:6396,1715:1715,11/18/17 08:54:15,STABLE BEAMS,2510,3604.421,3456.760,0.7,PLTZERO
306777:6396,1716:1716,11/18/17 08:54:38,STABLE BEAMS,2510,3605.907,3509.196,0.7,PLTZERO
306777:6396,1717:1717,11/18/17 08:55:01,STABLE BEAMS,2510,3604.004,3507.084,0.7,PLTZERO
306777:6396,1718:1718,11/18/17 08:55:25,STABLE BEAMS,2510,3606.292,3509.371,0.7,PLTZERO
306777:6396,1719:1719,11/18/17 08:55:48,STABLE BEAMS,2510,3605.307,3508.411,0.7,PLTZERO
306777:6396,1720:1720,11/18/17 08:56:11,STABLE BEAMS,2510,3605.851,3508.574,0.7,PLTZERO
306777:6396,1721:1721,11/18/17 08:56:35,STABLE BEAMS,2510,3585.455,3489.082,0.7,PLTZERO
306777:6396,1722:1722,11/18/17 08:56:58,STABLE BEAMS,2510,3561.349,3465.978,0.7,PLTZERO
306777:6396,1723:1723,11/18/17 08:57:21,STABLE BEAMS,2510,3562.191,3466.362,0.7,PLTZERO
306777:6396,1724:1724,11/18/17 08:57:45,STABLE BEAMS,2510,3564.180,3468.681,0.7,PLTZERO
306777:6396,1725:1725,11/18/17 08:58:08,STABLE BEAMS,2510,3561.012,3465.415,0.7,PLTZERO
306777:6396,1726:1726,11/18/17 08:58:31,STABLE BEAMS,2510,3560.818,3465.307,0.7,PLTZERO
306777:6396,1727:1727,11/18/17 08:58:54,STABLE BEAMS,2510,3561.805,3466.414,0.7,PLTZERO
306777:6396,1728:1728,11/18/17 08:59:18,STABLE BEAMS,2510,3559.112,3463.771,0.7,PLTZERO
306777:6396,1729:1729,11/18/17 08:59:41,STABLE BEAMS,2510,3558.174,3461.873,0.7,PLTZERO
306777:6396,1730:1730,11/18/17 09:00:04,STABLE BEAMS,2510,3558.242,3462.335,0.7,PLTZERO
306777:6396,1731:1731,11/18/17 09:00:28,STABLE BEAMS,2510,3556.733,3461.412,0.7,PLTZERO
306777:6396,1732:1732,11/18/17 09:00:51,STABLE BEAMS,2510,3558.073,3462.402,0.7,PLTZERO
306777:6396,1733:1733,11/18/17 09:01:14,STABLE BEAMS,2510,3554.495,3459.275,0.7,PLTZERO
306777:6396,1734:1734,11/18/17 09:01:38,STABLE BEAMS,2510,3556.578,3461.254,0.7,PLTZERO
306777:6396,1735:1735,11/18/17 09:02:01,STABLE BEAMS,2510,3555.891,3460.837,0.7,PLTZERO
306777:6396,1736:1736,11/18/17 09:02:24,STABLE BEAMS,2510,3556.642,3461.061,0.7,PLTZERO
306777:6396,1737:1737,11/18/17 09:02:48,STABLE BEAMS,2510,3552.375,3457.336,0.7,PLTZERO
306777:6396,1738:1738,11/18/17 09:03:11,STABLE BEAMS,2510,3552.001,3457.047,0.7,PLTZERO
306777:6396,1739:1739,11/18/17 09:03:34,STABLE BEAMS,2510,3552.508,3457.134,0.7,PLTZERO
306777:6396,1740:1740,11/18/17 09:03:58,STABLE BEAMS,2510,3552.335,3457.069,0.7,PLTZERO
306777:6396,1741:1741,11/18/17 09:04:21,STABLE BEAMS,2510,3552.006,3457.096,0.7,PLTZERO
306777:6396,1742:1742,11/18/17 09:04:44,STABLE BEAMS,2510,3554.518,3459.004,0.7,PLTZERO
306777:6396,1743:1743,11/18/17 09:05:07,STABLE BEAMS,2510,3551.585,3456.816,0.7,PLTZERO
306777:6396,1744:1744,11/18/17 09:05:31,STABLE BEAMS,2510,3550.384,3455.053,0.7,PLTZERO
306777:6396,1745:1745,11/18/17 09:05:54,STABLE BEAMS,2510,3548.485,3453.441,0.7,PLTZERO
306777:6396,1746:1746,11/18/17 09:06:17,STABLE BEAMS,2510,3549.649,3453.376,0.7,PLTZERO
306777:6396,1747:1747,11/18/17 09:06:41,STABLE BEAMS,2510,3545.966,3448.731,0.7,PLTZERO
306777:6396,1748:1748,11/18/17 09:07:04,STABLE BEAMS,2510,3548.691,3452.296,0.7,PLTZERO
306777:6396,1749:1749,11/18/17 09:07:27,STABLE BEAMS,2510,3543.871,3447.370,0.7,PLTZERO
306777:6396,1750:1750,11/18/17 09:07:51,STABLE BEAMS,2510,3543.686,3445.858,0.7,PLTZERO
306777:6396,1751:1751,11/18/17 09:08:14,STABLE BEAMS,2510,3544.733,3447.719,0.7,PLTZERO
