#Data tag : v1 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
306777:6396,1032:1032,11/18/17 04:28:53,STABLE BEAMS,2510,4097.432,3989.007,0.8,PLTZERO
306777:6396,1033:1033,11/18/17 04:29:17,STABLE BEAMS,2510,4099.309,3933.845,0.8,PLTZERO
306777:6396,1034:1034,11/18/17 04:29:40,STABLE BEAMS,2510,4094.413,3986.197,0.8,PLTZERO
306777:6396,1035:1035,11/18/17 04:30:03,STABLE BEAMS,2510,4093.099,3984.788,0.8,PLTZERO
306777:6396,1036:1036,11/18/17 04:30:27,STABLE BEAMS,2510,4094.233,3986.437,0.8,PLTZERO
306777:6396,1037:1037,11/18/17 04:30:50,STABLE BEAMS,2510,4093.748,3986.021,0.8,PLTZERO
306777:6396,1038:1038,11/18/17 04:31:13,STABLE BEAMS,2510,4093.908,3986.119,0.8,PLTZERO
306777:6396,1039:1039,11/18/17 04:31:37,STABLE BEAMS,2510,4092.151,3984.324,0.8,PLTZERO
306777:6396,1040:1040,11/18/17 04:32:00,STABLE BEAMS,2510,4088.228,3980.242,0.8,PLTZERO
306777:6396,1041:1041,11/18/17 04:32:23,STABLE BEAMS,2510,4089.430,3981.880,0.8,PLTZERO
306777:6396,1042:1042,11/18/17 04:32:46,STABLE BEAMS,2510,4086.960,3973.831,0.8,PLTZERO
306777:6396,1043:1043,11/18/17 04:33:10,STABLE BEAMS,2510,4086.874,3978.788,0.8,PLTZERO
306777:6396,1044:1044,11/18/17 04:33:33,STABLE BEAMS,2510,4087.010,3979.318,0.8,PLTZERO
306777:6396,1045:1045,11/18/17 04:33:56,STABLE BEAMS,2510,4089.087,3981.243,0.8,PLTZERO
306777:6396,1046:1046,11/18/17 04:34:20,STABLE BEAMS,2510,4086.196,3978.408,0.8,PLTZERO
306777:6396,1047:1047,11/18/17 04:34:43,STABLE BEAMS,2510,4085.938,3973.002,0.8,PLTZERO
306777:6396,1048:1048,11/18/17 04:35:06,STABLE BEAMS,2510,4083.012,3974.627,0.8,PLTZERO
306777:6396,1049:1049,11/18/17 04:35:30,STABLE BEAMS,2510,4084.628,3975.403,0.8,PLTZERO
306777:6396,1050:1050,11/18/17 04:35:53,STABLE BEAMS,2510,4084.118,3975.581,0.8,PLTZERO
306777:6396,1051:1051,11/18/17 04:36:16,STABLE BEAMS,2510,4080.771,3971.420,0.8,PLTZERO
306777:6396,1052:1052,11/18/17 04:36:40,STABLE BEAMS,2510,4082.165,3972.470,0.8,PLTZERO
306777:6396,1053:1053,11/18/17 04:37:03,STABLE BEAMS,2510,4078.810,3969.606,0.8,PLTZERO
306777:6396,1054:1054,11/18/17 04:37:26,STABLE BEAMS,2510,4077.759,3968.752,0.8,PLTZERO
306777:6396,1055:1055,11/18/17 04:37:50,STABLE BEAMS,2510,4079.569,3970.310,0.8,PLTZERO
306777:6396,1056:1056,11/18/17 04:38:13,STABLE BEAMS,2510,4078.256,3968.563,0.8,PLTZERO
306777:6396,1057:1057,11/18/17 04:38:36,STABLE BEAMS,2510,4078.235,3968.856,0.8,PLTZERO
306777:6396,1058:1058,11/18/17 04:38:59,STABLE BEAMS,2510,4076.098,3966.611,0.8,PLTZERO
306777:6396,1059:1059,11/18/17 04:39:23,STABLE BEAMS,2510,4077.401,3967.729,0.8,PLTZERO
306777:6396,1060:1060,11/18/17 04:39:46,STABLE BEAMS,2510,4076.700,3967.411,0.8,PLTZERO
306777:6396,1061:1061,11/18/17 04:40:09,STABLE BEAMS,2510,4073.469,3963.959,0.8,PLTZERO
306777:6396,1062:1062,11/18/17 04:40:33,STABLE BEAMS,2510,4070.337,3961.523,0.8,PLTZERO
306777:6396,1063:1063,11/18/17 04:40:56,STABLE BEAMS,2510,4070.425,3960.996,0.8,PLTZERO
306777:6396,1064:1064,11/18/17 04:41:19,STABLE BEAMS,2510,4073.008,3962.890,0.8,PLTZERO
306777:6396,1065:1065,11/18/17 04:41:43,STABLE BEAMS,2510,4069.207,3960.132,0.8,PLTZERO
306777:6396,1066:1066,11/18/17 04:42:06,STABLE BEAMS,2510,4066.365,3957.316,0.8,PLTZERO
306777:6396,1067:1067,11/18/17 04:42:29,STABLE BEAMS,2510,4067.768,3958.304,0.8,PLTZERO
306777:6396,1068:1068,11/18/17 04:42:53,STABLE BEAMS,2510,4066.774,3957.960,0.8,PLTZERO
306777:6396,1069:1069,11/18/17 04:43:16,STABLE BEAMS,2510,4066.561,3957.253,0.8,PLTZERO
306777:6396,1070:1070,11/18/17 04:43:39,STABLE BEAMS,2510,4067.339,3958.361,0.8,PLTZERO
306777:6396,1071:1071,11/18/17 04:44:02,STABLE BEAMS,2510,4064.623,3957.858,0.8,PLTZERO
306777:6396,1072:1072,11/18/17 04:44:26,STABLE BEAMS,2510,4064.256,3957.832,0.8,PLTZERO
306777:6396,1073:1073,11/18/17 04:44:49,STABLE BEAMS,2510,4064.480,3957.795,0.8,PLTZERO
306777:6396,1074:1074,11/18/17 04:45:12,STABLE BEAMS,2510,4062.812,3956.177,0.8,PLTZERO
306777:6396,1075:1075,11/18/17 04:45:36,STABLE BEAMS,2510,4060.685,3954.034,0.8,PLTZERO
306777:6396,1076:1076,11/18/17 04:45:59,STABLE BEAMS,2510,4061.039,3954.462,0.8,PLTZERO
306777:6396,1077:1077,11/18/17 04:46:22,STABLE BEAMS,2510,4061.638,3955.261,0.8,PLTZERO
306777:6396,1078:1078,11/18/17 04:46:46,STABLE BEAMS,2510,4059.580,3953.311,0.8,PLTZERO
306777:6396,1079:1079,11/18/17 04:47:09,STABLE BEAMS,2510,4062.668,3950.413,0.8,PLTZERO
306777:6396,1080:1080,11/18/17 04:47:32,STABLE BEAMS,2510,4059.380,3952.065,0.8,PLTZERO
306777:6396,1081:1081,11/18/17 04:47:56,STABLE BEAMS,2510,4059.509,3950.770,0.8,PLTZERO
306777:6396,1082:1082,11/18/17 04:48:19,STABLE BEAMS,2510,4057.215,3948.876,0.8,PLTZERO
306777:6396,1083:1083,11/18/17 04:48:42,STABLE BEAMS,2510,4056.725,3891.723,0.8,PLTZERO
306777:6396,1084:1084,11/18/17 04:49:06,STABLE BEAMS,2510,4056.194,3947.412,0.8,PLTZERO
306777:6396,1085:1085,11/18/17 04:49:29,STABLE BEAMS,2510,4056.975,3948.245,0.8,PLTZERO
306777:6396,1086:1086,11/18/17 04:49:52,STABLE BEAMS,2510,4053.080,3944.554,0.8,PLTZERO
306777:6396,1087:1087,11/18/17 04:50:15,STABLE BEAMS,2510,4054.626,3945.809,0.8,PLTZERO
306777:6396,1088:1088,11/18/17 04:50:39,STABLE BEAMS,2510,4052.319,3943.893,0.8,PLTZERO
306777:6396,1089:1089,11/18/17 04:51:02,STABLE BEAMS,2510,4051.118,3942.334,0.8,PLTZERO
306777:6396,1090:1090,11/18/17 04:51:25,STABLE BEAMS,2510,4053.234,3945.224,0.8,PLTZERO
306777:6396,1091:1091,11/18/17 04:51:49,STABLE BEAMS,2510,4049.307,3941.042,0.8,PLTZERO
306777:6396,1092:1092,11/18/17 04:52:12,STABLE BEAMS,2510,4048.051,3941.824,0.8,PLTZERO
306777:6396,1093:1093,11/18/17 04:52:35,STABLE BEAMS,2510,4048.371,3940.305,0.8,PLTZERO
306777:6396,1094:1094,11/18/17 04:52:59,STABLE BEAMS,2510,4047.763,3939.574,0.8,PLTZERO
306777:6396,1095:1095,11/18/17 04:53:22,STABLE BEAMS,2510,4047.739,3878.416,0.8,PLTZERO
306777:6396,1096:1096,11/18/17 04:53:45,STABLE BEAMS,2510,4045.132,3936.995,0.8,PLTZERO
306777:6396,1097:1097,11/18/17 04:54:09,STABLE BEAMS,2510,4046.124,3937.898,0.8,PLTZERO
306777:6396,1098:1098,11/18/17 04:54:32,STABLE BEAMS,2510,4044.140,3936.059,0.8,PLTZERO
306777:6396,1099:1099,11/18/17 04:54:55,STABLE BEAMS,2510,4044.341,3935.944,0.8,PLTZERO
306777:6396,1100:1100,11/18/17 04:55:18,STABLE BEAMS,2510,4042.832,3934.438,0.8,PLTZERO
306777:6396,1101:1101,11/18/17 04:55:42,STABLE BEAMS,2510,4041.193,3932.860,0.8,PLTZERO
306777:6396,1102:1102,11/18/17 04:56:05,STABLE BEAMS,2510,4041.042,3932.702,0.8,PLTZERO
306777:6396,1103:1103,11/18/17 04:56:28,STABLE BEAMS,2510,4040.388,3932.478,0.8,PLTZERO
306777:6396,1104:1104,11/18/17 04:56:52,STABLE BEAMS,2510,4038.106,3930.361,0.8,PLTZERO
306777:6396,1105:1105,11/18/17 04:57:15,STABLE BEAMS,2510,4036.775,3929.203,0.8,PLTZERO
306777:6396,1106:1106,11/18/17 04:57:38,STABLE BEAMS,2510,4037.434,3928.523,0.8,PLTZERO
306777:6396,1107:1107,11/18/17 04:58:02,STABLE BEAMS,2510,4037.719,3930.037,0.8,PLTZERO
306777:6396,1108:1108,11/18/17 04:58:25,STABLE BEAMS,2510,4034.629,3927.036,0.8,PLTZERO
306777:6396,1109:1109,11/18/17 04:58:48,STABLE BEAMS,2510,4036.118,3927.937,0.8,PLTZERO
306777:6396,1110:1110,11/18/17 04:59:12,STABLE BEAMS,2510,4035.426,3927.941,0.8,PLTZERO
306777:6396,1111:1111,11/18/17 04:59:35,STABLE BEAMS,2510,4033.372,3925.506,0.8,PLTZERO
306777:6396,1112:1112,11/18/17 04:59:58,STABLE BEAMS,2510,4032.270,3924.942,0.8,PLTZERO
306777:6396,1113:1113,11/18/17 05:00:22,STABLE BEAMS,2510,4031.186,3925.973,0.8,PLTZERO
306777:6396,1114:1114,11/18/17 05:00:45,STABLE BEAMS,2510,4031.569,3926.499,0.8,PLTZERO
306777:6396,1115:1115,11/18/17 05:01:08,STABLE BEAMS,2510,4031.047,3925.137,0.8,PLTZERO
306777:6396,1116:1116,11/18/17 05:01:31,STABLE BEAMS,2510,4028.495,3923.710,0.8,PLTZERO
306777:6396,1117:1117,11/18/17 05:01:55,STABLE BEAMS,2510,4031.208,3925.884,0.8,PLTZERO
306777:6396,1118:1118,11/18/17 05:02:18,STABLE BEAMS,2510,4027.731,3922.767,0.8,PLTZERO
306777:6396,1119:1119,11/18/17 05:02:41,STABLE BEAMS,2510,4028.512,3923.088,0.8,PLTZERO
306777:6396,1120:1120,11/18/17 05:03:05,STABLE BEAMS,2510,4026.013,3920.961,0.8,PLTZERO
306777:6396,1121:1121,11/18/17 05:03:28,STABLE BEAMS,2510,4026.671,3921.805,0.8,PLTZERO
306777:6396,1122:1122,11/18/17 05:03:51,STABLE BEAMS,2510,4024.723,3918.329,0.8,PLTZERO
306777:6396,1123:1123,11/18/17 05:04:15,STABLE BEAMS,2510,4027.473,3920.667,0.8,PLTZERO
306777:6396,1124:1124,11/18/17 05:04:38,STABLE BEAMS,2510,4023.522,3916.007,0.8,PLTZERO
306777:6396,1125:1125,11/18/17 05:05:01,STABLE BEAMS,2510,4023.978,3917.021,0.8,PLTZERO
306777:6396,1126:1126,11/18/17 05:05:25,STABLE BEAMS,2510,4020.977,3913.993,0.8,PLTZERO
306777:6396,1127:1127,11/18/17 05:05:48,STABLE BEAMS,2510,4023.402,3916.622,0.8,PLTZERO
306777:6396,1128:1128,11/18/17 05:06:11,STABLE BEAMS,2510,4023.195,3915.780,0.8,PLTZERO
306777:6396,1129:1129,11/18/17 05:06:35,STABLE BEAMS,2510,4020.230,3912.757,0.8,PLTZERO
306777:6396,1130:1130,11/18/17 05:06:58,STABLE BEAMS,2510,4023.304,3916.860,0.8,PLTZERO
306777:6396,1131:1131,11/18/17 05:07:21,STABLE BEAMS,2510,4018.559,3911.853,0.8,PLTZERO
306777:6396,1132:1132,11/18/17 05:07:44,STABLE BEAMS,2510,4020.255,3913.553,0.8,PLTZERO
306777:6396,1133:1133,11/18/17 05:08:08,STABLE BEAMS,2510,4019.659,3914.945,0.8,PLTZERO
306777:6396,1134:1134,11/18/17 05:08:31,STABLE BEAMS,2510,4020.801,3916.169,0.8,PLTZERO
306777:6396,1135:1135,11/18/17 05:08:54,STABLE BEAMS,2510,4018.198,3913.646,0.8,PLTZERO
306777:6396,1136:1136,11/18/17 05:09:18,STABLE BEAMS,2510,4015.971,3911.361,0.8,PLTZERO
306777:6396,1137:1137,11/18/17 05:09:41,STABLE BEAMS,2510,4013.913,3909.319,0.8,PLTZERO
306777:6396,1138:1138,11/18/17 05:10:04,STABLE BEAMS,2510,4013.639,3909.154,0.8,PLTZERO
306777:6396,1139:1139,11/18/17 05:10:28,STABLE BEAMS,2510,4013.512,3909.199,0.8,PLTZERO
306777:6396,1140:1140,11/18/17 05:10:51,STABLE BEAMS,2510,4010.250,3906.046,0.8,PLTZERO
306777:6396,1141:1141,11/18/17 05:11:14,STABLE BEAMS,2510,4010.336,3906.282,0.8,PLTZERO
306777:6396,1142:1142,11/18/17 05:11:38,STABLE BEAMS,2510,4009.336,3905.146,0.8,PLTZERO
306777:6396,1143:1143,11/18/17 05:12:01,STABLE BEAMS,2510,4008.765,3904.189,0.8,PLTZERO
306777:6396,1144:1144,11/18/17 05:12:24,STABLE BEAMS,2510,4010.165,3897.407,0.8,PLTZERO
306777:6396,1145:1145,11/18/17 05:12:47,STABLE BEAMS,2510,4008.681,3904.539,0.8,PLTZERO
306777:6396,1146:1146,11/18/17 05:13:11,STABLE BEAMS,2510,4007.519,3902.904,0.8,PLTZERO
306777:6396,1147:1147,11/18/17 05:13:34,STABLE BEAMS,2510,4005.403,3901.147,0.8,PLTZERO
306777:6396,1148:1148,11/18/17 05:13:57,STABLE BEAMS,2510,4007.911,3902.961,0.8,PLTZERO
306777:6396,1149:1149,11/18/17 05:14:21,STABLE BEAMS,2510,4004.491,3900.106,0.8,PLTZERO
306777:6396,1150:1150,11/18/17 05:14:44,STABLE BEAMS,2510,4002.938,3899.007,0.8,PLTZERO
306777:6396,1151:1151,11/18/17 05:15:07,STABLE BEAMS,2510,4005.707,3901.502,0.8,PLTZERO
306777:6396,1152:1152,11/18/17 05:15:31,STABLE BEAMS,2510,4003.599,3899.762,0.8,PLTZERO
306777:6396,1153:1153,11/18/17 05:15:54,STABLE BEAMS,2510,4002.775,3898.406,0.8,PLTZERO
306777:6396,1154:1154,11/18/17 05:16:17,STABLE BEAMS,2510,4003.670,3900.058,0.8,PLTZERO
306777:6396,1155:1155,11/18/17 05:16:41,STABLE BEAMS,2510,4001.689,3897.956,0.8,PLTZERO
306777:6396,1156:1156,11/18/17 05:17:04,STABLE BEAMS,2510,4003.102,3899.160,0.8,PLTZERO
306777:6396,1157:1157,11/18/17 05:17:27,STABLE BEAMS,2510,3998.935,3894.851,0.8,PLTZERO
306777:6396,1158:1158,11/18/17 05:17:51,STABLE BEAMS,2510,4000.482,3896.043,0.8,PLTZERO
306777:6396,1159:1159,11/18/17 05:18:14,STABLE BEAMS,2510,3999.330,3895.845,0.8,PLTZERO
306777:6396,1160:1160,11/18/17 05:18:37,STABLE BEAMS,2510,3999.903,3896.017,0.8,PLTZERO
306777:6396,1161:1161,11/18/17 05:19:00,STABLE BEAMS,2510,3999.009,3839.602,0.8,PLTZERO
306777:6396,1162:1162,11/18/17 05:19:24,STABLE BEAMS,2510,3997.727,3894.184,0.8,PLTZERO
306777:6396,1163:1163,11/18/17 05:19:47,STABLE BEAMS,2510,3998.005,3894.431,0.8,PLTZERO
306777:6396,1164:1164,11/18/17 05:20:10,STABLE BEAMS,2510,3997.084,2710.210,0.8,PLTZERO
306777:6396,1165:1165,11/18/17 05:20:34,STABLE BEAMS,2510,3993.555,3887.289,0.8,PLTZERO
306777:6396,1166:1166,11/18/17 05:20:57,STABLE BEAMS,2510,3994.041,3888.399,0.8,PLTZERO
306777:6396,1167:1167,11/18/17 05:21:20,STABLE BEAMS,2510,3995.059,3890.977,0.8,PLTZERO
306777:6396,1168:1168,11/18/17 05:21:44,STABLE BEAMS,2510,3992.913,3886.672,0.8,PLTZERO
306777:6396,1169:1169,11/18/17 05:22:07,STABLE BEAMS,2510,3990.342,3884.410,0.8,PLTZERO
306777:6396,1170:1170,11/18/17 05:22:30,STABLE BEAMS,2510,3990.418,3885.041,0.8,PLTZERO
306777:6396,1171:1171,11/18/17 05:22:54,STABLE BEAMS,2510,3991.291,3885.668,0.8,PLTZERO
306777:6396,1172:1172,11/18/17 05:23:17,STABLE BEAMS,2510,3989.937,3884.377,0.8,PLTZERO
306777:6396,1173:1173,11/18/17 05:23:40,STABLE BEAMS,2510,3987.399,3881.941,0.8,PLTZERO
306777:6396,1174:1174,11/18/17 05:24:04,STABLE BEAMS,2510,3987.201,3881.760,0.8,PLTZERO
306777:6396,1175:1175,11/18/17 05:24:27,STABLE BEAMS,2510,3987.363,3882.112,0.8,PLTZERO
306777:6396,1176:1176,11/18/17 05:24:50,STABLE BEAMS,2510,3988.032,3882.380,0.8,PLTZERO
306777:6396,1177:1177,11/18/17 05:25:13,STABLE BEAMS,2510,3985.729,3880.627,0.8,PLTZERO
306777:6396,1178:1178,11/18/17 05:25:37,STABLE BEAMS,2510,3983.635,3878.798,0.8,PLTZERO
306777:6396,1179:1179,11/18/17 05:26:00,STABLE BEAMS,2510,3982.577,3878.005,0.8,PLTZERO
306777:6396,1180:1180,11/18/17 05:26:23,STABLE BEAMS,2510,3982.308,3877.477,0.8,PLTZERO
306777:6396,1181:1181,11/18/17 05:26:47,STABLE BEAMS,2510,3981.509,3876.300,0.8,PLTZERO
306777:6396,1182:1182,11/18/17 05:27:10,STABLE BEAMS,2510,3982.268,3876.995,0.8,PLTZERO
306777:6396,1183:1183,11/18/17 05:27:33,STABLE BEAMS,2510,3980.609,3875.473,0.8,PLTZERO
306777:6396,1184:1184,11/18/17 05:27:57,STABLE BEAMS,2510,3981.007,3875.583,0.8,PLTZERO
306777:6396,1185:1185,11/18/17 05:28:20,STABLE BEAMS,2510,3981.321,3875.983,0.8,PLTZERO
306777:6396,1186:1186,11/18/17 05:28:43,STABLE BEAMS,2510,3979.252,3874.008,0.8,PLTZERO
306777:6396,1187:1187,11/18/17 05:29:07,STABLE BEAMS,2510,3976.645,3812.819,0.8,PLTZERO
306777:6396,1188:1188,11/18/17 05:29:30,STABLE BEAMS,2510,3976.348,3873.198,0.8,PLTZERO
306777:6396,1189:1189,11/18/17 05:29:53,STABLE BEAMS,2510,3977.848,3875.001,0.8,PLTZERO
306777:6396,1190:1190,11/18/17 05:30:16,STABLE BEAMS,2510,3974.855,3872.005,0.8,PLTZERO
306777:6396,1191:1191,11/18/17 05:30:40,STABLE BEAMS,2510,3973.490,3870.800,0.8,PLTZERO
306777:6396,1192:1192,11/18/17 05:31:03,STABLE BEAMS,2510,3973.159,3870.544,0.8,PLTZERO
306777:6396,1193:1193,11/18/17 05:31:26,STABLE BEAMS,2510,3973.497,3870.441,0.8,PLTZERO
306777:6396,1194:1194,11/18/17 05:31:50,STABLE BEAMS,2510,3970.739,3868.279,0.8,PLTZERO
306777:6396,1195:1195,11/18/17 05:32:13,STABLE BEAMS,2510,3972.606,3869.784,0.8,PLTZERO
306777:6396,1196:1196,11/18/17 05:32:36,STABLE BEAMS,2510,3971.310,3868.671,0.8,PLTZERO
306777:6396,1197:1197,11/18/17 05:33:00,STABLE BEAMS,2510,3971.260,3866.495,0.8,PLTZERO
306777:6396,1198:1198,11/18/17 05:33:23,STABLE BEAMS,2510,3969.956,3865.317,0.8,PLTZERO
306777:6396,1199:1199,11/18/17 05:33:46,STABLE BEAMS,2510,3966.144,3861.637,0.8,PLTZERO
306777:6396,1200:1200,11/18/17 05:34:10,STABLE BEAMS,2510,3964.307,3860.412,0.8,PLTZERO
306777:6396,1201:1201,11/18/17 05:34:33,STABLE BEAMS,2510,3967.338,3862.484,0.8,PLTZERO
306777:6396,1202:1202,11/18/17 05:34:56,STABLE BEAMS,2510,3964.426,3860.000,0.8,PLTZERO
306777:6396,1203:1203,11/18/17 05:35:20,STABLE BEAMS,2510,3965.427,3861.386,0.8,PLTZERO
306777:6396,1204:1204,11/18/17 05:35:43,STABLE BEAMS,2510,3963.047,3858.970,0.8,PLTZERO
306777:6396,1205:1205,11/18/17 05:36:06,STABLE BEAMS,2510,3961.848,3857.412,0.8,PLTZERO
306777:6396,1206:1206,11/18/17 05:36:29,STABLE BEAMS,2510,3962.956,3859.151,0.8,PLTZERO
306777:6396,1207:1207,11/18/17 05:36:53,STABLE BEAMS,2510,3960.766,3856.619,0.8,PLTZERO
306777:6396,1208:1208,11/18/17 05:37:16,STABLE BEAMS,2510,3961.816,3858.091,0.8,PLTZERO
306777:6396,1209:1209,11/18/17 05:37:39,STABLE BEAMS,2510,3960.255,3844.703,0.8,PLTZERO
306777:6396,1210:1210,11/18/17 05:38:03,STABLE BEAMS,2510,3961.185,3842.357,0.8,PLTZERO
306777:6396,1211:1211,11/18/17 05:38:26,STABLE BEAMS,2510,3960.632,3841.995,0.8,PLTZERO
306777:6396,1212:1212,11/18/17 05:38:49,STABLE BEAMS,2510,3956.417,3837.997,0.8,PLTZERO
306777:6396,1213:1213,11/18/17 05:39:13,STABLE BEAMS,2510,3956.864,3838.136,0.8,PLTZERO
306777:6396,1214:1214,11/18/17 05:39:36,STABLE BEAMS,2510,3956.311,3837.589,0.8,PLTZERO
306777:6396,1215:1215,11/18/17 05:39:59,STABLE BEAMS,2510,3954.878,3835.906,0.8,PLTZERO
306777:6396,1216:1216,11/18/17 05:40:23,STABLE BEAMS,2510,3956.291,3837.437,0.8,PLTZERO
306777:6396,1217:1217,11/18/17 05:40:46,STABLE BEAMS,2510,3955.248,3836.922,0.8,PLTZERO
306777:6396,1218:1218,11/18/17 05:41:09,STABLE BEAMS,2510,3952.953,3834.714,0.8,PLTZERO
306777:6396,1219:1219,11/18/17 05:41:33,STABLE BEAMS,2510,3953.467,3834.529,0.8,PLTZERO
306777:6396,1220:1220,11/18/17 05:41:56,STABLE BEAMS,2510,3950.922,3832.753,0.8,PLTZERO
306777:6396,1221:1221,11/18/17 05:42:19,STABLE BEAMS,2510,3951.155,3833.740,0.8,PLTZERO
306777:6396,1222:1222,11/18/17 05:42:42,STABLE BEAMS,2510,3952.325,3834.472,0.8,PLTZERO
306777:6396,1223:1223,11/18/17 05:43:06,STABLE BEAMS,2510,3951.185,3833.109,0.8,PLTZERO
306777:6396,1224:1224,11/18/17 05:43:29,STABLE BEAMS,2510,3950.476,3832.572,0.8,PLTZERO
306777:6396,1225:1225,11/18/17 05:43:52,STABLE BEAMS,2510,3948.195,3829.575,0.8,PLTZERO
306777:6396,1226:1226,11/18/17 05:44:16,STABLE BEAMS,2510,3949.205,3830.873,0.8,PLTZERO
306777:6396,1227:1227,11/18/17 05:44:39,STABLE BEAMS,2510,3947.211,3828.503,0.8,PLTZERO
306777:6396,1228:1228,11/18/17 05:45:02,STABLE BEAMS,2510,3949.247,3831.291,0.8,PLTZERO
306777:6396,1229:1229,11/18/17 05:45:26,STABLE BEAMS,2510,3946.139,3830.921,0.8,PLTZERO
306777:6396,1230:1230,11/18/17 05:45:49,STABLE BEAMS,2510,3948.551,3835.205,0.8,PLTZERO
306777:6396,1231:1231,11/18/17 05:46:12,STABLE BEAMS,2510,3944.238,3831.501,0.8,PLTZERO
306777:6396,1232:1232,11/18/17 05:46:36,STABLE BEAMS,2510,3945.689,3832.974,0.8,PLTZERO
306777:6396,1233:1233,11/18/17 05:46:59,STABLE BEAMS,2510,3944.238,3831.342,0.8,PLTZERO
306777:6396,1234:1234,11/18/17 05:47:22,STABLE BEAMS,2510,3946.214,3833.562,0.8,PLTZERO
306777:6396,1235:1235,11/18/17 05:47:45,STABLE BEAMS,2510,3945.095,3831.786,0.8,PLTZERO
306777:6396,1236:1236,11/18/17 05:48:09,STABLE BEAMS,2510,3941.149,3828.916,0.8,PLTZERO
306777:6396,1237:1237,11/18/17 05:48:32,STABLE BEAMS,2510,3940.657,3827.676,0.8,PLTZERO
306777:6396,1238:1238,11/18/17 05:48:55,STABLE BEAMS,2510,3941.149,3772.992,0.8,PLTZERO
306777:6396,1239:1239,11/18/17 05:49:19,STABLE BEAMS,2510,3938.793,3822.169,0.8,PLTZERO
306777:6396,1240:1240,11/18/17 05:49:42,STABLE BEAMS,2510,3939.089,3822.039,0.8,PLTZERO
306777:6396,1241:1241,11/18/17 05:50:05,STABLE BEAMS,2510,3938.120,3821.535,0.8,PLTZERO
306777:6396,1242:1242,11/18/17 05:50:29,STABLE BEAMS,2510,3939.468,3822.932,0.8,PLTZERO
306777:6396,1243:1243,11/18/17 05:50:52,STABLE BEAMS,2510,3937.500,3820.043,0.8,PLTZERO
306777:6396,1244:1244,11/18/17 05:51:15,STABLE BEAMS,2510,3938.159,3821.105,0.8,PLTZERO
306777:6396,1245:1245,11/18/17 05:51:39,STABLE BEAMS,2510,3935.353,3818.797,0.8,PLTZERO
306777:6396,1246:1246,11/18/17 05:52:02,STABLE BEAMS,2510,3934.250,3817.512,0.8,PLTZERO
306777:6396,1247:1247,11/18/17 05:52:25,STABLE BEAMS,2510,3934.483,3818.409,0.8,PLTZERO
306777:6396,1248:1248,11/18/17 05:52:49,STABLE BEAMS,2510,3931.844,3815.698,0.8,PLTZERO
306777:6396,1249:1249,11/18/17 05:53:12,STABLE BEAMS,2510,3930.015,3760.787,0.8,PLTZERO
306777:6396,1250:1250,11/18/17 05:53:35,STABLE BEAMS,2510,3931.785,3819.796,0.8,PLTZERO
306777:6396,1251:1251,11/18/17 05:53:58,STABLE BEAMS,2510,3926.736,3815.103,0.8,PLTZERO
306777:6396,1252:1252,11/18/17 05:54:22,STABLE BEAMS,2510,3929.965,3818.080,0.8,PLTZERO
306777:6396,1253:1253,11/18/17 05:54:45,STABLE BEAMS,2510,3929.970,3817.879,0.8,PLTZERO
306777:6396,1254:1254,11/18/17 05:55:08,STABLE BEAMS,2510,3924.879,3758.734,0.8,PLTZERO
306777:6396,1255:1255,11/18/17 05:55:32,STABLE BEAMS,2510,3925.551,3814.290,0.8,PLTZERO
306777:6396,1256:1256,11/18/17 05:55:55,STABLE BEAMS,2510,3926.870,3814.413,0.8,PLTZERO
306777:6396,1257:1257,11/18/17 05:56:18,STABLE BEAMS,2510,3924.223,3812.265,0.8,PLTZERO
306777:6396,1258:1258,11/18/17 05:56:42,STABLE BEAMS,2510,3925.310,3813.224,0.8,PLTZERO
306777:6396,1259:1259,11/18/17 05:57:05,STABLE BEAMS,2510,3920.989,3809.424,0.8,PLTZERO
306777:6396,1260:1260,11/18/17 05:57:28,STABLE BEAMS,2510,3923.566,3812.572,0.8,PLTZERO
306777:6396,1261:1261,11/18/17 05:57:52,STABLE BEAMS,2510,3920.035,3808.422,0.8,PLTZERO
306777:6396,1262:1262,11/18/17 05:58:15,STABLE BEAMS,2510,3920.544,3809.304,0.8,PLTZERO
306777:6396,1263:1263,11/18/17 05:58:38,STABLE BEAMS,2510,3920.941,3809.765,0.8,PLTZERO
306777:6396,1264:1264,11/18/17 05:59:02,STABLE BEAMS,2510,3922.000,3810.417,0.8,PLTZERO
306777:6396,1265:1265,11/18/17 05:59:25,STABLE BEAMS,2510,3918.935,3807.437,0.8,PLTZERO
306777:6396,1266:1266,11/18/17 05:59:48,STABLE BEAMS,2510,3917.333,3805.771,0.8,PLTZERO
306777:6396,1267:1267,11/18/17 06:00:11,STABLE BEAMS,2510,3917.260,3805.448,0.8,PLTZERO
306777:6396,1268:1268,11/18/17 06:00:35,STABLE BEAMS,2510,3916.500,3799.060,0.8,PLTZERO
306777:6396,1269:1269,11/18/17 06:00:58,STABLE BEAMS,2510,3915.933,3804.561,0.8,PLTZERO
306777:6396,1270:1270,11/18/17 06:01:21,STABLE BEAMS,2510,3916.477,3805.550,0.8,PLTZERO
306777:6396,1271:1271,11/18/17 06:01:45,STABLE BEAMS,2510,3913.830,3802.563,0.8,PLTZERO
